,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,orientation_z_shift,sf_unc,time_in_rad,computed_angle_on_plane,angle_plane_shift
89,-0.29209,-0.33279,9.95509,-0.36393,-0.34081,9.79397,0.07289,0.02364,0.16319,-0.00733,-0.01588,1.29992,18.24,9.72,-32.64,297.765,1.992,2.128,4474,2021-02-11 21:49:50:981,197.765,2.111053477373535,0.7027742766080367,0.48961579621236256,111.17119507526881
90,-0.29209,-0.31603,9.95509,-0.36874,-0.3141,9.79468,0.07289,0.02364,0.16319,0.04032,-0.00244,1.23028,18.42,6.18,-34.02,286.304,1.835,2.156,4524,2021-02-11 21:49:51:031,186.30399999999997,2.024368459214597,0.7106282582420111,0.32370367691312096,101.66513086935126
91,-0.29928,-0.2897,9.94073,-0.36874,-0.3141,9.79468,0.08822,-0.00959,0.14767,0.04032,-0.00244,1.23028,18.42,6.18,-34.02,286.304,1.835,2.156,4573,2021-02-11 21:49:51:080,186.30399999999997,1.9787951150631196,0.7183251602433062,0.32370367691312096,101.66513086935126
92,-0.29928,-0.2897,9.94073,-0.38181,-0.24059,9.79626,0.08822,-0.00959,0.14767,0.0733,-0.00122,1.13499,18.42,6.18,-34.02,286.304,1.835,2.156,4623,2021-02-11 21:49:51:130,186.30399999999997,1.9787951150631196,0.7261791418772806,0.32370367691312096,101.66513086935126
93,-0.29928,-0.2897,9.94073,-0.38181,-0.24059,9.79626,0.10456,-0.0837,0.1121,0.0733,-0.00122,1.13499,18.54,2.28,-33.6,273.718,1.406,2.232,4673,2021-02-11 21:49:51:180,173.71800000000002,1.8933555791413055,0.7340331235112552,0.12236296530916617,90.12915785028397
94,-0.26097,-0.27533,9.92636,-0.3771,-0.14703,9.79829,0.10456,-0.0837,0.1121,0.0733,-0.00122,1.13499,18.54,2.28,-33.6,273.718,1.406,2.232,4723,2021-02-11 21:49:51:230,173.71800000000002,2.1538897164442594,0.7418871051452296,0.12236296530916617,90.12915785028397
95,-0.27533,-0.23703,9.89524,-0.3771,-0.14703,9.79829,0.08017,-0.11201,0.09641,0.07758,-0.00428,1.01953,18.84,0.3,-33.6,268.314,0.859,2.204,4773,2021-02-11 21:49:51:280,168.31400000000002,2.007064468414714,0.7497410867792041,0.015922221223919657,84.03055244596726
96,-0.27533,-0.23703,9.89524,-0.35853,-0.13172,9.79921,0.08017,-0.11201,0.09641,0.07758,-0.00428,1.01953,18.84,0.3,-33.6,268.314,0.859,2.204,4823,2021-02-11 21:49:51:330,168.31400000000002,2.007064468414714,0.7575950684131786,0.015922221223919657,84.03055244596726
97,-0.27533,-0.23703,9.89524,-0.35853,-0.13172,9.79921,0.10111,-0.12646,0.08588,0.05803,-0.00428,0.89858,18.84,0.3,-33.6,268.314,0.859,2.204,4873,2021-02-11 21:49:51:380,168.31400000000002,2.007064468414714,0.7654490500471531,0.015922221223919657,84.03055244596726
98,-0.28252,-0.22505,9.88087,-0.34491,-0.09077,9.80016,0.10111,-0.12646,0.08588,0.05803,-0.00428,0.89858,19.38,-1.68,-33.66,262.089,0.77,2.095,4923,2021-02-11 21:49:51:430,162.089,1.9132803805830056,0.7733030316811276,-0.08647113761353992,78.16384513441226
99,-0.27294,-0.21548,9.87129,-0.34491,-0.09077,9.80016,0.07874,-0.11441,0.07092,0.01405,0.00489,0.75503,19.38,-1.68,-33.66,262.089,0.77,2.095,4974,2021-02-11 21:49:51:481,162.089,1.9764951514453581,0.7813140929477816,-0.08647113761353992,78.16384513441226
100,-0.27294,-0.21548,9.87129,-0.33439,-0.09831,9.80045,0.07874,-0.11441,0.07092,0.01405,0.00489,0.75503,17.88,-4.98,-33.6,252.376,0.574,1.954,5023,2021-02-11 21:49:51:530,152.376,1.903436423041725,0.7890109949490766,-0.27163901150146214,67.55450745922364
101,-0.27773,-0.18914,9.85214,-0.33439,-0.09831,9.80045,0.05655,-0.10566,0.07567,0.01405,0.00489,0.75503,17.88,-4.98,-33.6,252.376,0.574,1.954,5073,2021-02-11 21:49:51:580,152.376,1.8724634715177344,0.7968649765830511,-0.27163901150146214,67.55450745922364
102,-0.27773,-0.18914,9.85214,-0.33462,-0.10926,9.80033,0.05655,-0.10566,0.07567,-0.03421,0.01955,0.59987,17.22,-6.18,-34.08,248.034,0.638,1.956,5123,2021-02-11 21:49:51:630,148.034,1.8387572121696385,0.8047189582170254,-0.3445681703866916,63.37597445166098
103,-0.249,-0.19393,9.87129,-0.33462,-0.10926,9.80033,0.06625,-0.08019,0.07827,-0.03421,0.01955,0.59987,17.22,-6.18,-34.08,248.034,0.638,1.956,5173,2021-02-11 21:49:51:680,148.034,2.039537474879637,0.812572939851,-0.3445681703866916,63.37597445166098
104,-0.249,-0.19393,9.87129,-0.33691,-0.1314,9.79998,0.06625,-0.08019,0.07827,-0.06964,0.03421,0.45082,17.22,-6.18,-34.08,248.034,0.638,1.956,5224,2021-02-11 21:49:51:731,148.034,2.039537474879637,0.8205840011176541,-0.3445681703866916,63.37597445166098
105,-0.249,-0.19393,9.87129,-0.33691,-0.1314,9.79998,0.07324,-0.01187,0.09354,-0.06964,0.03421,0.45082,17.16,-7.98,-33.72,241.86,0.768,1.969,5273,2021-02-11 21:49:51:780,141.86,1.989748109562966,0.828280903118949,-0.4352864212949344,58.17820154980982
106,-0.28012,-0.17238,9.87369,-0.35906,-0.18246,9.79838,0.07324,-0.01187,0.09354,-0.06964,0.03421,0.45082,17.16,-7.98,-33.72,241.86,0.768,1.969,5323,2021-02-11 21:49:51:830,141.86,1.7796496046701142,0.8361348847529234,-0.4352864212949344,58.17820154980982
107,-0.28012,-0.17238,9.87369,-0.35906,-0.18246,9.79838,0.07689,0.03601,0.08583,-0.08919,0.03848,0.28588,16.74,-8.7,-33.6,238.514,1.066,2.099,5373,2021-02-11 21:49:51:880,138.514,1.7553962806108299,0.843988866386898,-0.4792935583621188,55.65677832740643
108,-0.27054,-0.18914,9.90481,-0.37106,-0.22312,9.79709,0.07689,0.03601,0.08583,-0.08919,0.03848,0.28588,16.74,-8.7,-33.6,238.514,1.066,2.099,5423,2021-02-11 21:49:51:930,138.514,1.8139556253055593,0.8518428480208724,-0.4792935583621188,55.65677832740643
109,-0.28491,-0.16999,9.91439,-0.37106,-0.22312,9.79709,0.09499,0.06029,0.11564,-0.08247,0.03115,0.11851,16.68,-8.4,-32.94,240.892,1.304,2.169,5473,2021-02-11 21:49:51:980,140.892,1.7470048252648218,0.8596968296548468,-0.4665211643098821,56.38858260087759
110,-0.28491,-0.16999,9.91439,-0.37854,-0.26894,9.79565,0.09499,0.06029,0.11564,-0.08247,0.03115,0.11851,16.68,-8.4,-32.94,240.892,1.304,2.169,5523,2021-02-11 21:49:52:030,140.892,1.7470048252648218,0.8675508112888214,-0.4665211643098821,56.38858260087759
111,-0.27533,-0.16759,9.93594,-0.37854,-0.26894,9.79565,0.08602,0.10623,0.12367,-0.05437,0.00977,-0.03299,16.68,-8.4,-32.94,240.892,1.304,2.169,5573,2021-02-11 21:49:52:080,140.892,1.804017124600617,0.8754047929227958,-0.4665211643098821,56.38858260087759
112,-0.27533,-0.16759,9.93594,-0.36735,-0.28206,9.79571,0.08602,0.10623,0.12367,-0.05437,0.00977,-0.03299,16.74,-8.4,-33.48,240.358,1.648,2.148,5623,2021-02-11 21:49:52:130,140.358,1.798313565360229,0.8832587745567704,-0.4650802727770594,56.47113960444447
113,-0.27054,-0.15562,9.90481,-0.36735,-0.28206,9.79571,0.08009,0.10111,0.11827,-0.05437,0.00977,-0.03299,16.74,-8.4,-33.48,240.358,1.648,2.148,5674,2021-02-11 21:49:52:181,140.358,1.8283415096522522,0.8912698358234243,-0.4650802727770594,56.47113960444447
114,-0.27054,-0.15562,9.90481,-0.3459,-0.27795,9.79661,0.08009,0.10111,0.11827,-0.00611,-0.01649,-0.19181,16.5,-8.4,-33.12,240.513,1.624,2.022,5723,2021-02-11 21:49:52:230,140.513,1.8306299999540467,0.8989667378247194,-0.4708938589807033,56.13804565114019
115,-0.27054,-0.15562,9.90481,-0.3459,-0.27795,9.79661,0.02335,0.11296,0.10978,-0.00611,-0.01649,-0.19181,16.5,-8.4,-33.12,240.513,1.624,2.022,5773,2021-02-11 21:49:52:280,140.513,1.8306299999540467,0.9068207194586938,-0.4708938589807033,56.13804565114019
116,-0.2897,-0.17717,9.9096,-0.32192,-0.26345,9.79782,0.02335,0.11296,0.10978,0.04765,-0.03787,-0.33414,16.5,-8.4,-33.12,240.513,1.624,2.022,5824,2021-02-11 21:49:52:331,140.513,1.7166438618798963,0.9148317807253478,-0.4708938589807033,56.13804565114019
117,-0.30885,-0.18914,9.90002,-0.29259,-0.23075,9.79957,0.0006,0.05249,0.11538,0.04765,-0.03787,-0.33414,16.68,-8.34,-32.76,240.778,1.539,1.882,5873,2021-02-11 21:49:52:380,140.778,1.6203528117480326,0.9225286827266427,-0.4636476090008061,56.553225192285055
118,-0.30885,-0.18914,9.90002,-0.29259,-0.23075,9.79957,0.0006,0.05249,0.11538,0.04765,-0.03787,-0.33414,16.68,-8.34,-32.76,240.778,1.539,1.882,5923,2021-02-11 21:49:52:430,140.778,1.6203528117480326,0.9303826643606173,-0.4636476090008061,56.553225192285055
119,-0.30885,-0.18914,9.90002,-0.29259,-0.23075,9.79957,-0.02669,0.02138,0.09927,0.08674,-0.04337,-0.45021,16.92,-7.32,-32.7,244.062,1.348,1.71,5974,2021-02-11 21:49:52:481,144.062,1.6426764036835249,0.9383937256272711,-0.40831057638407503,59.723803612001525
120,-0.32082,-0.19393,9.91439,-0.2627,-0.18723,9.80134,-0.02669,0.02138,0.09927,0.08674,-0.04337,-0.45021,16.92,-7.32,-32.7,244.062,1.348,1.71,6023,2021-02-11 21:49:52:530,144.062,1.5860235610051174,0.9460906276285661,-0.40831057638407503,59.723803612001525
121,-0.33758,-0.21069,9.89045,-0.25572,-0.16663,9.8019,-0.06385,-0.05204,0.09808,0.13011,-0.0391,-0.62614,16.44,-6.9,-33.72,243.345,0.974,1.494,6074,2021-02-11 21:49:52:581,143.345,1.5053219442727508,0.9541016888952201,-0.39737977557935233,60.35009236481034
122,-0.33758,-0.21069,9.89045,-0.25572,-0.16663,9.8019,-0.06385,-0.05204,0.09808,0.13011,-0.0391,-0.62614,16.44,-6.9,-33.72,243.345,0.974,1.494,6123,2021-02-11 21:49:52:630,143.345,1.5053219442727508,0.9617985908965151,-0.39737977557935233,60.35009236481034
123,-0.3304,-0.21548,9.88566,-0.23797,-0.09401,9.80331,-0.08296,-0.10065,0.08975,0.12034,-0.02016,-0.71349,16.44,-6.9,-33.72,243.345,0.974,1.494,6173,2021-02-11 21:49:52:680,143.345,1.5353542776724873,0.9696525725304896,-0.39737977557935233,60.35009236481034
124,-0.3304,-0.21548,9.88566,-0.23797,-0.09401,9.80331,-0.08296,-0.10065,0.08975,0.12034,-0.02016,-0.71349,17.4,-5.88,-33.84,248.623,0.549,1.391,6223,2021-02-11 21:49:52:730,148.623,1.5682134499401712,0.9775065541644641,-0.32588276228209473,64.44656947453393
125,-0.31125,-0.23463,9.85693,-0.2507,-0.10145,9.80292,-0.09002,-0.13366,0.06345,0.12034,-0.02016,-0.71349,17.4,-5.88,-33.84,248.623,0.549,1.391,6273,2021-02-11 21:49:52:780,148.623,1.6572799962126326,0.9853605357984386,-0.32588276228209473,64.44656947453393
126,-0.31125,-0.23463,9.85693,-0.2507,-0.10145,9.80292,-0.09002,-0.13366,0.06345,0.08674,-0.00367,-0.77519,18.0,-4.8,-33.78,252.632,0.593,1.465,6325,2021-02-11 21:49:52:832,152.632,1.6842151300790154,0.993528676697772,-0.26060239174734096,68.1868591912255
127,-0.31125,-0.23463,9.85693,-0.2507,-0.10145,9.80292,-0.08127,-0.12092,0.07326,0.08674,-0.00367,-0.77519,18.0,-4.8,-33.78,252.632,0.593,1.465,6373,2021-02-11 21:49:52:880,152.632,1.6842151300790154,1.0010684990663876,-0.26060239174734096,68.1868591912255
128,-0.3304,-0.22745,9.84256,-0.26167,-0.09526,9.8027,-0.08127,-0.12092,0.07326,0.0336,0.00611,-0.82284,18.0,-4.8,-33.78,252.632,0.593,1.465,6423,2021-02-11 21:49:52:930,152.632,1.5937244296849151,1.008922480700362,-0.26060239174734096,68.1868591912255
129,-0.3304,-0.22745,9.84256,-0.26167,-0.09526,9.8027,-0.07573,-0.12034,0.07856,0.0336,0.00611,-0.82284,19.08,-3.84,-33.66,256.521,0.557,1.529,6474,2021-02-11 21:49:52:981,156.52100000000002,1.6187162163618012,1.016933541967016,-0.19860474910335163,71.73906245448637
130,-0.34716,-0.22745,9.84975,-0.27404,-0.1119,9.80218,-0.07573,-0.12034,0.07856,0.0336,0.00611,-0.82284,19.08,-3.84,-33.66,256.521,0.557,1.529,6523,2021-02-11 21:49:53:030,156.52100000000002,1.5469494918726274,1.024630443968311,-0.19860474910335163,71.73906245448637
131,-0.36871,-0.25618,9.86651,-0.2807,-0.15827,9.80135,-0.06349,-0.10818,0.08402,-0.01588,0.0,-0.85032,18.84,-1.5,-32.1,265.668,0.654,1.601,6573,2021-02-11 21:49:53:080,165.668,1.524225371306617,1.0324844256022856,-0.0794502388950484,78.56611299937063
132,-0.36871,-0.25618,9.86651,-0.2807,-0.15827,9.80135,-0.06349,-0.10818,0.08402,-0.01588,0.0,-0.85032,18.84,-1.5,-32.1,265.668,0.654,1.601,6623,2021-02-11 21:49:53:130,165.668,1.524225371306617,1.04033840723626,-0.0794502388950484,78.56611299937063
133,-0.35913,-0.25857,9.93115,-0.28825,-0.20749,9.80022,-0.06503,-0.07937,0.12352,-0.04581,-0.01772,-0.85582,19.62,0.48,-32.64,267.861,1.212,1.685,6674,2021-02-11 21:49:53:181,167.861,1.5708860384064747,1.048349468502914,0.02445995259412351,84.51972842009638
134,-0.35913,-0.25857,9.93115,-0.28825,-0.20749,9.80022,-0.06503,-0.07937,0.12352,-0.04581,-0.01772,-0.85582,19.62,0.48,-32.64,267.861,1.212,1.685,6723,2021-02-11 21:49:53:230,167.861,1.5708860384064747,1.056046370504209,0.02445995259412351,84.51972842009638
135,-0.35913,-0.25857,9.93115,-0.28825,-0.20749,9.80022,-0.09142,-0.02365,0.1389,-0.04581,-0.01772,-0.85582,19.62,0.48,-32.64,267.861,1.212,1.685,6773,2021-02-11 21:49:53:280,167.861,1.5708860384064747,1.0639003521381833,0.02445995259412351,84.51972842009638
136,-0.36871,-0.26815,9.94073,-0.28112,-0.25449,9.79932,-0.09142,-0.02365,0.1389,-0.04765,-0.0336,-0.84238,19.56,2.04,-33.66,273.318,1.487,1.643,6823,2021-02-11 21:49:53:330,173.31799999999998,1.56056284175868,1.071754333772158,0.1039187786912913,89.07238380052807
137,-0.36871,-0.26815,9.94073,-0.28112,-0.25449,9.79932,-0.11367,0.0383,0.16128,-0.04765,-0.0336,-0.84238,19.56,2.04,-33.66,273.318,1.487,1.643,6873,2021-02-11 21:49:53:380,173.31799999999998,1.56056284175868,1.0796083154061324,0.1039187786912913,89.07238380052807
138,-0.36871,-0.27294,9.94312,-0.27742,-0.2882,9.79849,-0.11367,0.0383,0.16128,-0.02077,-0.04154,-0.81001,19.56,4.02,-33.06,278.982,1.684,1.622,6923,2021-02-11 21:49:53:430,178.98200000000003,1.595743240664613,1.0874622970401069,0.2026989868509579,94.7320728275007
139,-0.38547,-0.28252,9.94791,-0.27712,-0.29295,9.79836,-0.09404,0.02574,0.15929,-0.02077,-0.04154,-0.81001,19.56,4.02,-33.06,278.982,1.684,1.622,6973,2021-02-11 21:49:53:480,178.98200000000003,1.53348846668372,1.0953162786740813,0.2026989868509579,94.7320728275007
140,-0.38547,-0.28252,9.94791,-0.27712,-0.29295,9.79836,-0.09404,0.02574,0.15929,0.02382,-0.0336,-0.75808,19.56,4.02,-33.06,278.982,1.684,1.622,7023,2021-02-11 21:49:53:530,178.98200000000003,1.53348846668372,1.103170260308056,0.2026989868509579,94.7320728275007
141,-0.39025,-0.27294,9.94791,-0.26451,-0.29092,9.79877,-0.15911,0.01641,0.1658,0.02382,-0.0336,-0.75808,18.3,6.18,-33.72,286.258,1.712,1.62,7073,2021-02-11 21:49:53:580,186.25799999999998,1.5529575438869723,1.1110242419420304,0.3256798072597149,101.77835479797882
142,-0.39025,-0.27294,9.94791,-0.26451,-0.29092,9.79877,-0.15911,0.01641,0.1658,0.02382,-0.0336,-0.75808,18.3,6.18,-33.72,286.258,1.712,1.62,7123,2021-02-11 21:49:53:630,186.25799999999998,1.5529575438869723,1.1188782235760049,0.3256798072597149,101.77835479797882
143,-0.40462,-0.27773,9.92876,-0.26306,-0.26624,9.79951,-0.14156,-0.01149,0.12925,0.06658,-0.01283,-0.69455,18.84,8.7,-34.08,294.027,1.556,1.538,7173,2021-02-11 21:49:53:680,194.027,1.5427856621157416,1.1267322052099793,0.4326097141784552,107.90498716814938
144,-0.40462,-0.27773,9.92876,-0.26306,-0.26624,9.79951,-0.14156,-0.01149,0.12925,0.06658,-0.01283,-0.69455,18.84,8.7,-34.08,294.027,1.556,1.538,7223,2021-02-11 21:49:53:730,194.027,1.5427856621157416,1.134586186843954,0.4326097141784552,107.90498716814938
145,-0.4118,-0.25857,9.92397,-0.27967,-0.23013,9.79996,-0.11049,-0.05262,0.10466,0.10079,0.0171,-0.60964,18.0,9.9,-34.92,298.336,1.345,1.635,7274,2021-02-11 21:49:53:781,198.336,1.5369386183282356,1.1425972481106077,0.5028432109278609,111.9290701123361
146,-0.4118,-0.25857,9.92397,-0.27967,-0.23013,9.79996,-0.11049,-0.05262,0.10466,0.10079,0.0171,-0.60964,18.0,9.9,-34.92,298.336,1.345,1.635,7323,2021-02-11 21:49:53:830,198.336,1.5369386183282356,1.1502941501119026,0.5028432109278609,111.9290701123361
147,-0.39983,-0.26576,9.89045,-0.30659,-0.19222,9.79997,-0.11049,-0.05262,0.10466,0.10079,0.0171,-0.60964,18.0,9.9,-34.92,298.336,1.345,1.635,7374,2021-02-11 21:49:53:881,198.336,1.5778990664521395,1.1583052113785566,0.5028432109278609,111.9290701123361
148,-0.39983,-0.26576,9.89045,-0.30659,-0.19222,9.79997,-0.10585,-0.08354,0.11442,0.10996,0.04093,-0.51313,17.52,10.98,-34.38,301.37,1.123,1.792,7423,2021-02-11 21:49:53:930,201.37,1.596606638066341,1.1660021133798517,0.559829705371714,115.19415573321461
149,-0.41899,-0.25857,9.87608,-0.34286,-0.15635,9.79941,-0.10585,-0.08354,0.11442,0.10996,0.04093,-0.51313,17.52,10.98,-34.38,301.37,1.123,1.792,7473,2021-02-11 21:49:53:980,201.37,1.5316866483958067,1.1738560950138262,0.559829705371714,115.19415573321461
150,-0.41899,-0.25857,9.87608,-0.34286,-0.15635,9.79941,-0.07112,-0.1102,0.06247,0.09591,0.04887,-0.41478,16.74,11.4,-34.14,303.472,0.914,2.004,7523,2021-02-11 21:49:54:030,203.47199999999998,1.543652300152408,1.1817100766478006,0.5978625962506531,117.37327986325943
151,-0.43574,-0.26576,9.87369,-0.3775,-0.1343,9.79846,-0.03248,-0.1478,0.07549,0.09591,0.04887,-0.41478,16.74,11.4,-34.14,303.472,0.914,2.004,7573,2021-02-11 21:49:54:080,203.47199999999998,1.4915213932013756,1.1895640582817752,0.5978625962506531,117.37327986325943
152,-0.43574,-0.26576,9.87369,-0.3775,-0.1343,9.79846,-0.03248,-0.1478,0.07549,0.06414,0.03604,-0.30116,16.74,11.4,-34.14,303.472,0.914,2.004,7626,2021-02-11 21:49:54:133,203.47199999999998,1.4915213932013756,1.197889278813788,0.5978625962506531,117.37327986325943
153,-0.43096,-0.26336,9.85693,-0.40279,-0.12916,9.79752,-0.01788,-0.13433,0.0596,0.06414,0.03604,-0.30116,16.62,11.46,-34.44,303.873,0.785,2.206,7673,2021-02-11 21:49:54:180,203.873,1.506308146519356,1.2052720215497241,0.6036649665706729,117.70573119376853
154,-0.43096,-0.26336,9.85693,-0.40279,-0.12916,9.79752,-0.01788,-0.13433,0.0596,0.06414,0.03604,-0.30116,16.62,11.46,-34.44,303.873,0.785,2.206,7724,2021-02-11 21:49:54:231,203.873,1.506308146519356,1.213283082816378,0.6036649665706729,117.70573119376853
155,-0.43574,-0.26336,9.85932,-0.41572,-0.13687,9.79688,-0.01788,-0.13433,0.0596,0.02199,0.00794,-0.18387,16.5,11.88,-34.74,306.573,0.8,2.43,7773,2021-02-11 21:49:54:280,206.57299999999998,1.5034599654574952,1.2209799848176732,0.6240230529767569,118.87216362379979
156,-0.43574,-0.26336,9.85932,-0.41572,-0.13687,9.79688,-0.01737,-0.12598,0.05053,0.02199,0.00794,-0.18387,16.5,11.88,-34.74,306.573,0.8,2.43,7823,2021-02-11 21:49:54:330,206.57299999999998,1.5034599654574952,1.2288339664516477,0.6240230529767569,118.87216362379979
157,-0.44053,-0.26336,9.85693,-0.4077,-0.15842,9.79689,-0.01737,-0.12598,0.05053,-0.01466,-0.02505,-0.07575,16.5,11.88,-34.74,306.573,0.8,2.43,7873,2021-02-11 21:49:54:380,206.57299999999998,1.489149777643249,1.2366879480856219,0.6240230529767569,118.87216362379979
158,-0.44053,-0.26336,9.85693,-0.4077,-0.15842,9.79689,-0.00843,-0.10424,0.06968,-0.01466,-0.02505,-0.07575,16.92,12.78,-34.32,308.617,0.926,2.383,7923,2021-02-11 21:49:54:430,208.61700000000002,1.50141001315769,1.2445419297195965,0.6468966814815437,120.18272599927423
159,-0.41899,-0.25618,9.8689,-0.38841,-0.18492,9.79721,-0.00843,-0.10424,0.06968,-0.01466,-0.02505,-0.07575,16.92,12.78,-34.32,308.617,0.926,2.383,7974,2021-02-11 21:49:54:481,208.61700000000002,1.5688424698790435,1.2525529909862505,0.6468966814815437,120.18272599927423
160,-0.41899,-0.25618,9.8689,-0.38841,-0.18492,9.79721,-0.0442,-0.06309,0.08587,-0.03787,-0.05437,0.03543,17.22,12.48,-33.66,305.956,1.08,2.27,8023,2021-02-11 21:49:54:530,205.95600000000002,1.5589534135732683,1.2602498929875456,0.6271368811764791,119.0505728377727
161,-0.41659,-0.25139,9.8689,-0.35008,-0.22661,9.79778,-0.06622,-0.0139,0.08784,-0.03787,-0.05437,0.03543,17.22,12.48,-33.66,305.956,1.08,2.27,8074,2021-02-11 21:49:54:581,205.95600000000002,1.566838241023888,1.2682609542541996,0.6271368811764791,119.0505728377727
162,-0.41659,-0.25139,9.8689,-0.35008,-0.22661,9.79778,-0.06622,-0.0139,0.08784,-0.09652,-0.07514,0.50274,17.04,12.9,-34.02,307.711,1.324,2.046,8124,2021-02-11 21:49:54:631,207.711,1.573814897315048,1.276114935888174,0.6479929370896744,120.24553681888766
163,-0.40941,-0.26097,9.90721,-0.32728,-0.25752,9.7978,-0.06622,-0.0139,0.08784,-0.09652,-0.07514,0.50274,17.04,12.9,-34.02,307.711,1.324,2.046,8174,2021-02-11 21:49:54:681,207.711,1.598158587028286,1.2839689175221485,0.6479929370896744,120.24553681888766
164,-0.40941,-0.26097,9.90721,-0.32728,-0.25752,9.7978,-0.08394,0.01546,0.13096,-0.08186,-0.07269,0.58154,17.04,12.9,-34.02,307.711,1.324,2.046,8224,2021-02-11 21:49:54:731,207.711,1.598158587028286,1.291822899156123,0.6479929370896744,120.24553681888766
165,-0.39265,-0.26097,9.912,-0.35514,-0.27546,9.79635,-0.03862,0.03011,0.11811,-0.08186,-0.07269,0.58154,17.28,12.0,-34.2,304.967,1.505,1.913,8274,2021-02-11 21:49:54:781,204.96699999999998,1.6429367423000785,1.2996768807900976,0.6069876640464079,117.89610773572693
166,-0.39265,-0.26097,9.912,-0.35514,-0.27546,9.79635,-0.03862,0.03011,0.11811,-0.08186,-0.07269,0.58154,17.28,12.0,-34.2,304.967,1.505,1.913,8323,2021-02-11 21:49:54:830,204.96699999999998,1.6429367423000785,1.3073737827913925,0.6069876640464079,117.89610773572693
167,-0.38547,-0.24181,9.91678,-0.35072,-0.28223,9.79631,-0.03515,0.04397,0.118,-0.05009,-0.05253,0.65118,16.86,11.82,-34.62,304.882,1.649,2.05,8373,2021-02-11 21:49:54:880,204.882,1.6677875023105888,1.315227764425367,0.6114421256418019,118.1513295851461
168,-0.38547,-0.24181,9.91678,-0.35072,-0.28223,9.79631,-0.03515,0.04397,0.118,-0.05009,-0.05253,0.65118,16.86,11.82,-34.62,304.882,1.649,2.05,8424,2021-02-11 21:49:54:931,204.882,1.6677875023105888,1.323238825692021,0.6114421256418019,118.1513295851461
169,-0.3735,-0.249,9.912,-0.33911,-0.28393,9.79667,-0.02677,0.02956,0.1225,-0.01038,-0.02505,0.70188,17.1,10.26,-33.6,299.632,1.659,1.982,8473,2021-02-11 21:49:54:980,199.632,1.691319747166802,1.3309357276933158,0.540419500270584,114.08203290143656
170,-0.3735,-0.249,9.912,-0.33911,-0.28393,9.79667,-0.02677,0.02956,0.1225,-0.01038,-0.02505,0.70188,17.1,10.26,-33.6,299.632,1.659,1.982,8523,2021-02-11 21:49:55:030,199.632,1.691319747166802,1.3387897093272902,0.540419500270584,114.08203290143656
171,-0.36871,-0.23942,9.9096,-0.34389,-0.27045,9.79689,-0.0267,0.01131,0.11511,0.02321,0.00122,0.73426,17.1,10.26,-33.6,299.632,1.659,1.982,8573,2021-02-11 21:49:55:080,199.632,1.711105793299641,1.346643690961265,0.540419500270584,114.08203290143656
172,-0.36871,-0.23942,9.9096,-0.34389,-0.27045,9.79689,-0.0267,0.01131,0.11511,0.02321,0.00122,0.73426,17.46,9.96,-34.38,299.788,1.58,2.01,8623,2021-02-11 21:49:55:130,199.788,1.7082377627721095,1.3544976725952393,0.518405647887962,112.82073206908831
173,-0.34716,-0.23224,9.91678,-0.36,-0.23621,9.79719,0.00087,-0.01278,0.10762,0.02321,0.00122,0.73426,17.46,9.96,-34.38,299.788,1.58,2.01,8676,2021-02-11 21:49:55:183,199.788,1.8045947650157073,1.3628228931272524,0.518405647887962,112.82073206908831
174,-0.34716,-0.23224,9.91678,-0.36,-0.23621,9.79719,0.00087,-0.01278,0.10762,0.04276,0.0171,0.74892,18.18,8.64,-34.44,295.997,1.38,2.104,8723,2021-02-11 21:49:55:230,195.997,1.7815138684328506,1.3702056358631882,0.4436502750276556,108.53756470826593
