,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,orientation_z_shift,sf_unc,time_in_rad,computed_angle_on_plane,angle_plane_shift
265,-0.33519,-0.19393,9.84735,-0.38121,-0.14706,9.79813,0.01848,-0.06478,0.06817,-0.02566,0.00428,-0.0336,19.5,3.24,-34.14,277.565,0.859,2.228,13273,2021-02-11 21:49:59:780,177.565,1.7265119567283331,2.084917964554866,0.16464967546003653,92.55200787142186
266,-0.33519,-0.19393,9.84735,-0.38121,-0.14706,9.79813,0.03582,-0.04671,0.09246,-0.02566,0.00428,-0.0336,19.5,3.24,-34.14,277.565,0.859,2.228,13323,2021-02-11 21:49:59:830,177.565,1.7265119567283331,2.0927719461888405,0.16464967546003653,92.55200787142186
267,-0.35195,-0.19393,9.86172,-0.37407,-0.1831,9.7978,0.03582,-0.04671,0.09246,-0.05498,-0.01527,-0.06292,19.5,3.24,-34.14,277.565,0.859,2.228,13373,2021-02-11 21:49:59:880,177.565,1.6510085406753872,2.100625927822815,0.16464967546003653,92.55200787142186
268,-0.35195,-0.19393,9.86172,-0.37407,-0.1831,9.7978,0.02789,-0.00429,0.10479,-0.05498,-0.01527,-0.06292,19.56,4.2,-33.12,280.2,1.07,2.186,13423,2021-02-11 21:49:59:930,180.2,1.6712257567394777,2.10847990945679,0.2115122691010447,95.23703670408824
269,-0.34237,-0.21069,9.90721,-0.359,-0.22795,9.79743,0.02789,-0.00429,0.10479,-0.05498,-0.01527,-0.06292,19.56,4.2,-33.12,280.2,1.07,2.186,13473,2021-02-11 21:49:59:980,180.2,1.7137283383098612,2.1163338910907643,0.2115122691010447,95.23703670408824
270,-0.34237,-0.21069,9.90721,-0.359,-0.22795,9.79743,0.00955,0.04681,0.11492,-0.08858,-0.03848,-0.12095,19.68,4.26,-33.96,279.666,1.332,2.099,13523,2021-02-11 21:50:00:030,179.666,1.7067923908121971,2.1241878727247387,0.21317449567072547,95.33227527112545
271,-0.33758,-0.21548,9.94073,-0.33621,-0.27841,9.79693,0.00955,0.04681,0.11492,-0.08858,-0.03848,-0.12095,19.68,4.26,-33.96,279.666,1.332,2.099,13573,2021-02-11 21:50:00:080,179.666,1.7289938167662748,2.1320418543587127,0.21317449567072547,95.33227527112545
272,-0.33758,-0.21548,9.94073,-0.33621,-0.27841,9.79693,-0.02405,0.09188,0.15105,-0.07758,-0.04581,-0.14355,19.68,4.26,-33.96,279.666,1.332,2.099,13623,2021-02-11 21:50:00:130,179.666,1.7289938167662748,2.1398958359926876,0.21317449567072547,95.33227527112545
273,-0.33758,-0.21548,9.93115,-0.31214,-0.31089,9.79675,-0.02405,0.09188,0.15105,-0.07758,-0.04581,-0.14355,19.08,4.5,-34.62,282.214,1.817,1.825,13673,2021-02-11 21:50:00:180,182.214,1.7420537728420693,2.147749817626662,0.23161642950286765,96.38892024576673
274,-0.33758,-0.21548,9.93115,-0.31214,-0.31089,9.79675,-0.03568,0.11003,0.13655,-0.07758,-0.04581,-0.14355,19.08,4.5,-34.62,282.214,1.817,1.825,13723,2021-02-11 21:50:00:230,182.214,1.7420537728420693,2.1556037992606365,0.23161642950286765,96.38892024576673
275,-0.35913,-0.20351,9.93833,-0.30549,-0.30439,9.79716,-0.03568,0.11003,0.13655,-0.0452,-0.04276,-0.16249,19.74,5.46,-33.54,281.709,1.779,1.786,13773,2021-02-11 21:50:00:280,181.709,1.647795663624712,2.163457780894611,0.26984915593846925,98.57949410980495
276,-0.35913,-0.20351,9.93833,-0.30549,-0.30439,9.79716,-0.07155,0.08171,0.15521,-0.0452,-0.04276,-0.16249,19.74,5.46,-33.54,281.709,1.779,1.786,13823,2021-02-11 21:50:00:330,181.709,1.647795663624712,2.171311762528586,0.26984915593846925,98.57949410980495
277,-0.35434,-0.20351,9.94073,-0.29675,-0.29745,9.79764,-0.07155,0.08171,0.15521,-0.00794,-0.02993,-0.1741,19.02,5.46,-34.5,282.401,1.738,1.735,13873,2021-02-11 21:50:00:380,182.401,1.66790384076099,2.1791657441625603,0.2795491377384736,99.1352621282989
278,-0.35434,-0.20351,9.94073,-0.29675,-0.29745,9.79764,-0.07585,0.04877,0.11889,-0.00794,-0.02993,-0.1741,19.02,5.46,-34.5,282.401,1.738,1.735,13924,2021-02-11 21:50:00:431,182.401,1.66790384076099,2.187176805429214,0.2795491377384736,99.1352621282989
279,-0.34477,-0.22505,9.9096,-0.29764,-0.28238,9.79806,-0.07585,0.04877,0.11889,0.02566,-0.01161,-0.17715,19.02,5.46,-34.5,282.401,1.738,1.735,13974,2021-02-11 21:50:00:481,182.401,1.7102362464231289,2.1950307870631884,0.2795491377384736,99.1352621282989
280,-0.34477,-0.22505,9.9096,-0.29764,-0.28238,9.79806,-0.07149,0.04327,0.11099,0.02566,-0.01161,-0.17715,18.96,5.16,-34.32,282.565,1.65,1.74,14024,2021-02-11 21:50:00:531,182.565,1.7119713667767102,2.202884768697163,0.2657164305626174,98.34270638788202
281,-0.3735,-0.21787,9.92157,-0.29851,-0.26393,9.79855,-0.07149,0.04327,0.11099,0.02566,-0.01161,-0.17715,18.96,5.16,-34.32,282.565,1.65,1.74,14073,2021-02-11 21:50:00:580,182.565,1.5916652647932412,2.210581670698458,0.2657164305626174,98.34270638788202
282,-0.3735,-0.21787,9.92157,-0.29851,-0.26393,9.79855,-0.05478,0.03335,0.10838,0.04704,0.00794,-0.17226,19.56,5.7,-34.02,284.965,1.542,1.745,14123,2021-02-11 21:50:00:630,184.96499999999997,1.606553187763876,2.2184356523324325,0.28355851020220285,99.36498224896656
283,-0.38307,-0.24181,9.90721,-0.31044,-0.23654,9.79888,-0.05478,0.03335,0.10838,0.04704,0.00794,-0.17226,19.56,5.7,-34.02,284.965,1.542,1.745,14173,2021-02-11 21:50:00:680,184.96499999999997,1.5703908052399849,2.226289633966407,0.28355851020220285,99.36498224896656
284,-0.38307,-0.24181,9.90721,-0.31044,-0.23654,9.79888,-0.05039,0.00407,0.10595,0.04643,0.02321,-0.16005,19.56,5.7,-34.02,284.965,1.542,1.745,14223,2021-02-11 21:50:00:730,184.96499999999997,1.5703908052399849,2.2341436156003813,0.28355851020220285,99.36498224896656
285,-0.35434,-0.22984,9.89045,-0.32443,-0.21846,9.79885,-0.05039,0.00407,0.10595,0.04643,0.02321,-0.16005,19.5,5.34,-34.26,284.965,1.542,1.745,14273,2021-02-11 21:50:00:780,184.96499999999997,1.6840727802136837,2.241997597234356,0.267293173189121,98.43304708575904
286,-0.35434,-0.22984,9.89045,-0.32443,-0.21846,9.79885,-0.02135,-0.02294,0.06773,0.04643,0.02321,-0.16005,19.5,5.34,-34.26,284.965,1.542,1.745,14323,2021-02-11 21:50:00:830,184.96499999999997,1.6840727802136837,2.24985157886833,0.267293173189121,98.43304708575904
287,-0.36631,-0.23224,9.88805,-0.34131,-0.19979,9.79867,-0.02135,-0.02294,0.06773,0.02688,0.02627,-0.14355,19.86,5.82,-34.5,285.719,1.167,1.995,14374,2021-02-11 21:50:00:881,185.719,1.6372124191615132,2.2578626401349844,0.2850697666399904,99.45157086461376
288,-0.36631,-0.23224,9.88805,-0.34131,-0.19979,9.79867,-0.01048,-0.03957,0.07526,0.02688,0.02627,-0.14355,19.86,5.82,-34.5,285.719,1.167,1.995,14424,2021-02-11 21:50:00:931,185.719,1.6372124191615132,2.265716621768959,0.2850697666399904,99.45157086461376
289,-0.38068,-0.23463,9.85693,-0.35531,-0.19544,9.79826,-0.01048,-0.03957,0.07526,-0.0055,0.01833,-0.12462,19.2,5.76,-34.2,286.644,1.142,2.077,14475,2021-02-11 21:50:00:982,186.644,1.587703153455726,2.273727683035613,0.2914567944778671,99.81752060335667
290,-0.38068,-0.23463,9.85693,-0.35531,-0.19544,9.79826,-0.0016,-0.02998,0.06619,-0.0055,0.01833,-0.12462,19.2,5.76,-34.2,286.644,1.142,2.077,14523,2021-02-11 21:50:01:030,186.644,1.587703153455726,2.2812675054042284,0.2914567944778671,99.81752060335667
291,-0.36871,-0.22505,9.88326,-0.36248,-0.20046,9.7979,-0.0016,-0.02998,0.06619,-0.03971,0.00733,0.05253,19.2,5.76,-34.2,286.644,1.142,2.077,14573,2021-02-11 21:50:01:080,186.644,1.6341495589516968,2.289121487038203,0.2914567944778671,99.81752060335667
292,-0.36871,-0.22505,9.88326,-0.36248,-0.20046,9.7979,-0.00798,-0.00834,0.05469,-0.03971,0.00733,0.05253,19.38,5.4,-34.08,283.602,1.171,2.119,14623,2021-02-11 21:50:01:130,183.60199999999998,1.6173471881300718,2.2969754686721773,0.2717450621740043,98.68812153545365
293,-0.38068,-0.22266,9.89524,-0.36887,-0.22002,9.79724,-0.00798,-0.00834,0.05469,-0.03971,0.00733,0.05253,19.38,5.4,-34.08,283.602,1.171,2.119,14674,2021-02-11 21:50:01:181,183.60199999999998,1.5714094847785198,2.304986529938831,0.2717450621740043,98.68812153545365
294,-0.38068,-0.22266,9.89524,-0.36887,-0.22002,9.79724,-0.00422,0.01221,0.06971,-0.06903,-0.01405,0.07453,19.02,5.46,-33.6,283.406,1.286,2.156,14723,2021-02-11 21:50:01:230,183.406,1.5726028149152207,2.312683431940126,0.2795491377384736,99.1352621282989
295,-0.38786,-0.21308,9.88087,-0.36198,-0.26676,9.79634,-0.00422,0.01221,0.06971,-0.06903,-0.01405,0.07453,19.02,5.46,-33.6,283.406,1.286,2.156,14774,2021-02-11 21:50:01:281,183.406,1.5465313866159107,2.3206944932067803,0.2795491377384736,99.1352621282989
296,-0.38786,-0.21308,9.88087,-0.36198,-0.26676,9.79634,-0.02268,0.04579,0.10165,-0.08002,-0.03726,0.09529,19.02,5.46,-33.6,283.406,1.286,2.156,14824,2021-02-11 21:50:01:331,183.406,1.5465313866159107,2.328548474840755,0.2795491377384736,99.1352621282989
297,-0.39744,-0.21548,9.93354,-0.34654,-0.30766,9.7957,-0.02268,0.04579,0.10165,-0.08002,-0.03726,0.09529,20.28,6.48,-34.02,284.645,1.798,2.026,14874,2021-02-11 21:50:01:381,184.64499999999998,1.5178179107976397,2.336402456474729,0.3092734835424471,100.838341691654
298,-0.39744,-0.21548,9.93354,-0.34654,-0.30766,9.7957,-0.02738,0.08886,0.03977,-0.08002,-0.03726,0.09529,20.28,6.48,-34.02,284.645,1.798,2.026,14923,2021-02-11 21:50:01:430,184.64499999999998,1.5178179107976397,2.3440993584760244,0.3092734835424471,100.838341691654
299,-0.35674,-0.21548,9.84496,-0.33673,-0.31808,9.79571,-0.02738,0.08886,0.03977,-0.07086,-0.04215,0.11118,19.26,6.06,-34.44,285.295,1.859,1.969,14973,2021-02-11 21:50:01:480,185.29500000000002,1.6749025442352317,2.351953340109999,0.3048348747669949,100.58402814191085
300,-0.35674,-0.21548,9.84496,-0.33673,-0.31808,9.79571,-0.04915,0.10757,0.0945,-0.07086,-0.04215,0.11118,19.26,6.06,-34.44,285.295,1.859,1.969,15023,2021-02-11 21:50:01:530,185.29500000000002,1.6749025442352317,2.3598073217439732,0.3048348747669949,100.58402814191085
301,-0.36871,-0.2083,9.87608,-0.32756,-0.31791,9.79602,-0.04915,0.10757,0.0945,-0.05131,-0.04032,0.12339,19.26,6.72,-33.6,288.213,1.858,1.915,15074,2021-02-11 21:50:01:581,188.21300000000002,1.645895411719274,2.367818383010627,0.3357031372938696,102.3526493056026
302,-0.36871,-0.2083,9.87608,-0.32756,-0.31791,9.79602,-0.04976,0.1079,0.1707,-0.05131,-0.04032,0.12339,19.26,6.72,-33.6,288.213,1.858,1.915,15124,2021-02-11 21:50:01:631,188.21300000000002,1.645895411719274,2.3756723646446014,0.3357031372938696,102.3526493056026
303,-0.3735,-0.21069,9.93594,-0.32293,-0.30296,9.79665,-0.04976,0.1079,0.1707,-0.01649,-0.0281,0.13011,19.26,6.72,-33.6,288.213,1.858,1.915,15173,2021-02-11 21:50:01:680,188.21300000000002,1.6268634134210818,2.3833692666458965,0.3357031372938696,102.3526493056026
304,-0.35674,-0.22505,9.92876,-0.32293,-0.30296,9.79665,-0.02122,0.08454,0.09583,-0.01649,-0.0281,0.13011,18.84,6.78,-34.56,288.294,1.77,1.888,15223,2021-02-11 21:50:01:730,188.29399999999998,1.6919922996547585,2.391223248279871,0.3454428028670668,102.91069103681566
305,-0.35674,-0.22505,9.92876,-0.32274,-0.2838,9.79723,-0.02122,0.08454,0.09583,-0.01649,-0.0281,0.13011,18.84,6.78,-34.56,288.294,1.77,1.888,15273,2021-02-11 21:50:01:780,188.29399999999998,1.6919922996547585,2.3990772299138454,0.3454428028670668,102.91069103681566
306,-0.35913,-0.20351,9.87848,-0.32274,-0.2838,9.79723,-0.04125,0.05302,0.14074,0.01894,-0.00794,0.13622,18.6,6.72,-34.68,288.495,1.658,1.887,15323,2021-02-11 21:50:01:830,188.495,1.6823779836189348,2.40693121154782,0.34669739328486493,102.98257377277305
307,-0.35913,-0.20351,9.87848,-0.32551,-0.26087,9.79777,-0.04125,0.05302,0.14074,0.01894,-0.00794,0.13622,18.6,6.72,-34.68,288.495,1.658,1.887,15374,2021-02-11 21:50:01:881,188.495,1.6823779836189348,2.414942272814474,0.34669739328486493,102.98257377277305
308,-0.33758,-0.21787,9.88566,-0.32551,-0.26087,9.79777,-0.03714,0.00438,0.10184,0.04337,0.01344,0.13928,18.6,6.72,-34.68,288.495,1.658,1.887,15423,2021-02-11 21:50:01:930,188.495,1.7805825231901984,2.422639174815769,0.34669739328486493,102.98257377277305
309,-0.33758,-0.21787,9.88566,-0.33547,-0.22674,9.79829,-0.03714,0.00438,0.10184,0.04337,0.01344,0.13928,18.48,6.0,-34.56,287.13,1.325,1.961,15474,2021-02-11 21:50:01:981,187.13,1.7726420684763837,2.430650236082423,0.3139382133365411,101.10561102142451
310,-0.36392,-0.21308,9.91439,-0.33547,-0.22674,9.79829,-0.019,-0.01352,0.07533,0.04337,0.01344,0.13928,18.48,6.0,-34.56,287.13,1.325,1.961,15523,2021-02-11 21:50:02:030,187.13,1.6548492115189757,2.4383471380837176,0.3139382133365411,101.10561102142451
311,-0.36392,-0.21308,9.91439,-0.34582,-0.20636,9.79838,-0.019,-0.01352,0.07533,0.04826,0.02749,0.13744,18.6,6.6,-34.8,289.389,1.206,2.021,15574,2021-02-11 21:50:02:081,189.389,1.666828307000355,2.446358199350372,0.3409789534963494,102.65493130749144
312,-0.36152,-0.21787,9.87129,-0.34582,-0.20636,9.79838,-0.00212,-0.02578,0.07534,0.04826,0.02749,0.13744,18.6,6.6,-34.8,289.389,1.206,2.021,15623,2021-02-11 21:50:02:130,189.389,1.6769052453657358,2.454055101351667,0.3409789534963494,102.65493130749144
313,-0.36152,-0.21787,9.87129,-0.35863,-0.18876,9.79827,-0.00212,-0.02578,0.07534,0.0336,0.03421,0.13256,19.62,5.64,-34.08,285.877,1.103,2.096,15674,2021-02-11 21:50:02:181,185.877,1.6596825871481384,2.462066162618321,0.27991451428286235,99.15619666222545
314,-0.36152,-0.21787,9.88805,-0.35863,-0.18876,9.79827,0.00059,-0.03699,0.08285,0.0336,0.03421,0.13256,19.62,5.64,-34.08,285.877,1.103,2.096,15723,2021-02-11 21:50:02:230,185.877,1.6596825871481384,2.469763064619616,0.27991451428286235,99.15619666222545
315,-0.36152,-0.21787,9.88805,-0.37767,-0.17324,9.79784,0.00059,-0.03699,0.08285,0.00244,0.02749,0.12645,19.62,5.64,-34.08,285.877,1.103,2.096,15774,2021-02-11 21:50:02:281,185.877,1.6596825871481384,2.4777741258862696,0.27991451428286235,99.15619666222545
316,-0.3735,-0.23463,9.90002,-0.37767,-0.17324,9.79784,0.03912,-0.04631,0.09755,0.00244,0.02749,0.12645,19.74,4.86,-33.96,283.215,1.012,2.207,15823,2021-02-11 21:50:02:330,183.21499999999997,1.5969634727808042,2.485471027887565,0.24139958034214043,96.94945349919692
317,-0.3735,-0.23463,9.90002,-0.39013,-0.17738,9.79728,0.03912,-0.04631,0.09755,0.00244,0.02749,0.12645,19.74,4.86,-33.96,283.215,1.012,2.207,15873,2021-02-11 21:50:02:380,183.21499999999997,1.5969634727808042,2.493325009521539,0.24139958034214043,96.94945349919692
318,-0.33758,-0.22745,9.88566,-0.39013,-0.17738,9.79728,0.03013,-0.04801,0.10092,-0.03054,0.01466,0.11851,19.38,5.4,-33.54,283.923,1.036,2.28,15923,2021-02-11 21:50:02:430,183.923,1.7571175505791607,2.5011789911555136,0.2717450621740043,98.68812153545365
319,-0.33758,-0.22745,9.88566,-0.39914,-0.19573,9.79657,0.03013,-0.04801,0.10092,-0.03054,0.01466,0.11851,19.38,5.4,-33.54,283.923,1.036,2.28,15974,2021-02-11 21:50:02:481,183.923,1.7571175505791607,2.5091900524221677,0.2717450621740043,98.68812153545365
320,-0.35674,-0.21548,9.89524,-0.39914,-0.19573,9.79657,0.03775,-0.02461,0.09658,-0.06109,-0.0055,0.10568,19.38,5.4,-33.54,283.923,1.036,2.28,16023,2021-02-11 21:50:02:530,183.923,1.6708346919103054,2.516886954423463,0.2717450621740043,98.68812153545365
321,-0.35674,-0.21548,9.89524,-0.39457,-0.22481,9.79613,0.03775,-0.02461,0.09658,-0.06109,-0.0055,0.10568,19.08,4.8,-34.38,283.417,1.314,2.307,16075,2021-02-11 21:50:02:582,183.41699999999997,1.6641331462058562,2.525055095322796,0.24645795198865122,97.23927684575064
322,-0.35195,-0.22027,9.91918,-0.39457,-0.22481,9.79613,0.04754,0.01223,0.08958,-0.06109,-0.0055,0.10568,19.08,4.8,-34.38,283.417,1.314,2.307,16123,2021-02-11 21:50:02:630,183.41699999999997,1.684793247451626,2.5325949176914118,0.24645795198865122,97.23927684575064
323,-0.35195,-0.22027,9.91918,-0.38044,-0.26062,9.7958,0.04754,0.01223,0.08958,-0.07819,-0.02505,0.09041,19.8,5.22,-33.6,282.315,1.523,2.224,16173,2021-02-11 21:50:02:680,182.315,1.681635706155436,2.540448899325386,0.25777114223429654,97.88747489965468
324,-0.35195,-0.2059,9.90721,-0.38044,-0.26062,9.7958,0.01584,0.08025,0.12823,-0.07819,-0.02505,0.09041,19.8,5.22,-33.6,282.315,1.523,2.224,16223,2021-02-11 21:50:02:730,182.315,1.681635706155436,2.5483028809593606,0.25777114223429654,97.88747489965468
325,-0.35195,-0.2059,9.90721,-0.38044,-0.26062,9.7958,0.01584,0.08025,0.12823,-0.07819,-0.02505,0.09041,19.8,5.22,-33.6,282.315,1.523,2.224,16273,2021-02-11 21:50:02:780,182.315,1.681635706155436,2.556156862593335,0.25777114223429654,97.88747489965468
326,-0.33758,-0.22266,9.92876,-0.35619,-0.29507,9.79574,0.01861,0.07241,0.13302,-0.07697,-0.04398,-0.04826,19.74,5.22,-32.64,281.971,1.724,2.082,16323,2021-02-11 21:50:02:830,181.971,1.74910829960658,2.5640108442273095,0.25852024446288924,97.93039529577689
327,-0.33758,-0.22266,9.92876,-0.35619,-0.29507,9.79574,0.01861,0.07241,0.13302,-0.07697,-0.04398,-0.04826,19.74,5.22,-32.64,281.971,1.724,2.082,16373,2021-02-11 21:50:02:880,181.971,1.74910829960658,2.571864825861284,0.25852024446288924,97.93039529577689
328,-0.38547,-0.19632,9.93594,-0.3186,-0.30761,9.79665,-0.02856,0.10649,0.10817,-0.07697,-0.04398,-0.04826,19.74,5.22,-32.64,281.971,1.724,2.082,16423,2021-02-11 21:50:02:930,181.971,1.5521048185064856,2.5797188074952584,0.25852024446288924,97.93039529577689
329,-0.38547,-0.19632,9.93594,-0.3186,-0.30761,9.79665,-0.02856,0.10649,0.10817,-0.03971,-0.04643,-0.06292,19.62,5.16,-34.38,281.701,1.798,1.863,16473,2021-02-11 21:50:02:980,181.70100000000002,1.5420642874640738,2.5875727891292333,0.25717318057511596,97.85321422027299
330,-0.35434,-0.19393,9.92397,-0.30835,-0.29288,9.79742,-0.07472,0.08219,0.09781,-0.03971,-0.04643,-0.06292,19.62,5.16,-34.38,281.701,1.798,1.863,16524,2021-02-11 21:50:03:031,181.70100000000002,1.6642738627847453,2.595583850395887,0.25717318057511596,97.85321422027299
331,-0.35434,-0.19393,9.92397,-0.30835,-0.29288,9.79742,-0.07472,0.08219,0.09781,-0.00916,-0.03482,-0.04704,19.2,5.28,-34.68,282.406,1.711,1.803,16573,2021-02-11 21:50:03:080,182.406,1.6671845197893878,2.603280752397182,0.2683662109059069,98.49452761818924
332,-0.37589,-0.19154,9.94073,-0.30232,-0.27091,9.79824,-0.07357,0.07458,0.12572,-0.00916,-0.03482,-0.04704,19.2,5.28,-34.68,282.406,1.711,1.803,16623,2021-02-11 21:50:03:130,182.406,1.5800399028245542,2.6111347340311566,0.2683662109059069,98.49452761818924
333,-0.35195,-0.32322,9.991,-0.30232,-0.27091,9.79824,-0.07357,0.07458,0.12572,0.01649,-0.02566,-0.02566,19.02,5.64,-34.02,285.698,1.583,1.767,16674,2021-02-11 21:50:03:181,185.69799999999998,1.699909281176411,2.6191457952978103,0.2882702467466027,99.63494486713823
334,-0.35195,-0.32322,9.991,-0.30104,-0.25532,9.7987,-0.02696,-0.06551,0.00316,0.01649,-0.02566,-0.02566,19.02,5.64,-34.02,285.698,1.583,1.767,16724,2021-02-11 21:50:03:231,185.69799999999998,1.699909281176411,2.626999776931785,0.2882702467466027,99.63494486713823
335,-0.35195,-0.3711,9.85214,-0.30104,-0.25532,9.7987,-0.02696,-0.06551,0.00316,0.01649,-0.01038,0.02749,19.02,5.64,-34.02,285.698,1.583,1.767,16773,2021-02-11 21:50:03:280,185.69799999999998,1.699909281176411,2.63469667893308,0.2882702467466027,99.63494486713823
336,-0.35195,-0.3711,9.85214,-0.29911,-0.25479,9.79878,0.10518,-0.01096,0.10843,0.01649,-0.01038,0.02749,18.72,4.98,-33.42,282.921,1.492,1.76,16823,2021-02-11 21:50:03:330,182.921,1.686063150519481,2.6425506605670543,0.26000382837109964,98.01539839227087
337,-0.17238,-0.2466,9.81144,-0.29911,-0.25479,9.79878,0.10518,-0.01096,0.10843,0.01649,-0.01038,0.02749,18.72,4.98,-33.42,282.921,1.492,1.76,16873,2021-02-11 21:50:03:380,182.921,3.3215935189943875,2.6504046422010292,0.26000382837109964,98.01539839227087
338,-0.17238,-0.2466,9.81144,-0.26718,-0.25525,9.79969,0.08761,-0.06797,0.10991,0.00733,-0.03115,0.00672,18.96,4.2,-33.48,279.804,1.491,1.562,16923,2021-02-11 21:50:03:430,179.80399999999997,3.2848612805416595,2.6582586238350037,0.21799870468744134,95.60868208727223
339,-0.25379,-0.33998,9.91678,-0.26718,-0.25525,9.79969,0.08761,-0.06797,0.10991,0.00733,-0.03115,0.00672,18.96,4.2,-33.48,279.804,1.491,1.562,16973,2021-02-11 21:50:03:480,179.80399999999997,2.261301877616093,2.666112605468978,0.21799870468744134,95.60868208727223
340,-0.25379,-0.33998,9.91678,-0.25446,-0.2682,9.79968,-0.10706,-0.07417,0.06922,-0.02016,-0.03115,0.03971,18.96,4.2,-33.48,279.804,1.491,1.562,17023,2021-02-11 21:50:03:530,179.80399999999997,2.261301877616093,2.6739665871029525,0.21799870468744134,95.60868208727223
341,-0.19632,-0.28252,9.8689,-0.25446,-0.2682,9.79968,-0.10706,-0.07417,0.06922,-0.02016,-0.03115,0.03971,19.32,4.26,-33.66,279.576,1.567,1.487,17073,2021-02-11 21:50:03:580,179.57600000000002,2.8914367871088396,2.6818205687369265,0.21702421051492596,95.552847684027
342,-0.19632,-0.28252,9.8689,-0.22582,-0.28521,9.7999,0.0678,0.09128,0.07618,-0.02016,-0.03115,0.03971,19.32,4.26,-33.66,279.576,1.567,1.487,17123,2021-02-11 21:50:03:630,179.57600000000002,2.8914367871088396,2.6896745503709014,0.21702421051492596,95.552847684027
343,-0.11253,-0.21548,9.88087,-0.22582,-0.28521,9.7999,0.0678,0.09128,0.07618,-0.02566,-0.03971,-0.00122,18.12,4.68,-34.5,283.074,1.667,1.32,17173,2021-02-11 21:50:03:680,183.074,5.055114101419571,2.697528532004876,0.2527545561679312,97.60004569048782
344,-0.11253,-0.21548,9.88087,-0.19362,-0.29421,9.80032,-0.12481,-0.08168,0.05421,-0.02566,-0.03971,-0.00122,18.12,4.68,-34.5,283.074,1.667,1.32,17223,2021-02-11 21:50:03:730,183.074,5.055114101419571,2.7053825136388503,0.2527545561679312,97.60004569048782
345,-0.25857,-0.33279,9.8282,-0.19362,-0.29421,9.80032,-0.12481,-0.08168,0.05421,-0.04215,-0.0391,0.00733,18.78,4.74,-34.5,282.214,1.719,1.132,17273,2021-02-11 21:50:03:780,182.214,2.2373798722214335,2.7132364952728247,0.24723260371270195,97.28366112013127
346,-0.25857,-0.33279,9.8282,-0.19362,-0.29421,9.80032,-0.12481,-0.08168,0.05421,-0.04215,-0.0391,0.00733,18.78,4.74,-34.5,282.214,1.719,1.132,17323,2021-02-11 21:50:03:830,182.214,2.2373798722214335,2.7210904769067996,0.24723260371270195,97.28366112013127
347,-0.19154,-0.36152,9.83538,-0.18133,-0.31133,9.80003,-0.0102,-0.0502,0.03535,-0.05559,-0.06292,-0.02382,18.78,4.74,-34.5,282.214,1.719,1.132,17373,2021-02-11 21:50:03:880,182.214,2.9873831281198777,2.728944458540774,0.24723260371270195,97.28366112013127
348,0.14844,-0.26576,10.02931,-0.18133,-0.31133,9.80003,-0.0102,-0.0502,0.03535,-0.05559,-0.06292,-0.02382,19.8,5.28,-34.14,281.404,1.819,1.06,17423,2021-02-11 21:50:03:930,181.404,3.8236037033228585,2.736798440174748,0.26060239174734096,98.0496935475006
349,0.14844,-0.26576,10.02931,-0.09363,-0.3462,9.80009,0.01702,0.02537,0.20528,-0.05559,-0.06292,-0.02382,19.8,5.28,-34.14,281.404,1.819,1.06,17473,2021-02-11 21:50:03:980,181.404,3.8236037033228585,2.7446524218087225,0.26060239174734096,98.0496935475006
350,0.14844,-0.26576,10.02931,-0.09363,-0.3462,9.80009,0.01702,0.02537,0.20528,-0.0391,-0.03787,-0.16188,18.48,4.02,-33.42,279.081,2.023,0.547,17523,2021-02-11 21:50:04:030,179.08100000000002,3.7934209405335944,2.7525064034426974,0.2141954726181339,95.39077294119211
