ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.3735;-0.249;9.912;-0.33911;-0.28393;9.79667;-0.02677;0.02956;0.1225;-0.01038;-0.02505;0.70188;17.1;10.26;-33.6;299.632;1.659;1.982;8523;2021-02-11 21:49:55:030
-0.36871;-0.23942;9.9096;-0.34389;-0.27045;9.79689;-0.0267;0.01131;0.11511;0.02321;0.00122;0.73426;17.1;10.26;-33.6;299.632;1.659;1.982;8573;2021-02-11 21:49:55:080
-0.36871;-0.23942;9.9096;-0.34389;-0.27045;9.79689;-0.0267;0.01131;0.11511;0.02321;0.00122;0.73426;17.46;9.96;-34.38;299.788;1.58;2.01;8623;2021-02-11 21:49:55:130
-0.34716;-0.23224;9.91678;-0.36;-0.23621;9.79719;8.7E-4;-0.01278;0.10762;0.02321;0.00122;0.73426;17.46;9.96;-34.38;299.788;1.58;2.01;8676;2021-02-11 21:49:55:183
-0.34716;-0.23224;9.91678;-0.36;-0.23621;9.79719;8.7E-4;-0.01278;0.10762;0.04276;0.0171;0.74892;18.18;8.64;-34.44;295.997;1.38;2.104;8723;2021-02-11 21:49:55:230
-0.34477;-0.23224;9.9096;-0.37887;-0.19625;9.79736;0.03731;-0.04856;0.10742;0.04276;0.0171;0.74892;18.18;8.64;-34.44;295.997;1.38;2.104;8773;2021-02-11 21:49:55:280
-0.34477;-0.23224;9.9096;-0.37887;-0.19625;9.79736;0.03731;-0.04856;0.10742;0.04398;0.02382;0.74831;18.18;8.64;-34.44;295.997;1.38;2.104;8824;2021-02-11 21:49:55:331
-0.36152;-0.24181;9.90721;-0.39055;-0.16784;9.79743;0.0428;-0.09418;0.10741;0.04398;0.02382;0.74831;18.0;8.1;-33.36;293.668;1.147;2.215;8873;2021-02-11 21:49:55:380
-0.36152;-0.24181;9.90721;-0.39055;-0.16784;9.79743;0.0428;-0.09418;0.10741;0.04398;0.02382;0.74831;18.0;8.1;-33.36;293.668;1.147;2.215;8923;2021-02-11 21:49:55:430
-0.33519;-0.22984;9.89763;-0.39332;-0.15812;9.79748;0.04374;-0.08702;0.10977;0.01955;0.01955;0.73304;18.24;6.24;-33.3;288.131;0.924;2.299;8973;2021-02-11 21:49:55:480
-0.33519;-0.22984;9.89763;-0.39332;-0.15812;9.79748;0.04374;-0.08702;0.10977;0.01955;0.01955;0.73304;18.24;6.24;-33.3;288.131;0.924;2.299;9023;2021-02-11 21:49:55:530
-0.33758;-0.23224;9.89763;-0.39207;-0.16113;9.79748;0.04374;-0.08702;0.10977;-0.01649;0.00855;0.70677;18.24;6.24;-33.3;288.131;0.924;2.299;9073;2021-02-11 21:49:55:580
-0.33758;-0.23224;9.89763;-0.39207;-0.16113;9.79748;0.07268;-0.06752;0.10007;-0.01649;0.00855;0.70677;18.36;4.5;-34.8;284.899;0.941;2.292;9124;2021-02-11 21:49:55:631
-0.33998;-0.22505;9.88805;-0.38981;-0.17632;9.79731;0.06304;-0.04425;0.09096;-0.05253;0.0055;-0.02688;18.36;4.5;-34.8;284.899;0.941;2.292;9175;2021-02-11 21:49:55:682
-0.33998;-0.22505;9.88805;-0.38981;-0.17632;9.79731;0.06304;-0.04425;0.09096;-0.05253;0.0055;-0.02688;19.5;4.5;-34.2;283.211;1.03;2.278;9224;2021-02-11 21:49:55:731
-0.32322;-0.20111;9.89524;-0.37045;-0.21894;9.79721;0.02507;0.01646;0.09062;-0.05253;0.0055;-0.02688;19.5;4.5;-34.2;283.211;1.03;2.278;9273;2021-02-11 21:49:55:780
-0.32322;-0.20111;9.89524;-0.37045;-0.21894;9.79721;0.02507;0.01646;0.09062;-0.08919;-0.00794;-0.0788;19.92;3.06;-33.72;276.782;1.279;2.165;9323;2021-02-11 21:49:55:830
-0.33279;-0.21308;9.89284;-0.35008;-0.22746;9.79776;0.01635;0.02069;0.11681;-0.08919;-0.00794;-0.0788;19.92;3.06;-33.72;276.782;1.279;2.165;9373;2021-02-11 21:49:55:880
-0.33279;-0.21308;9.89284;-0.35008;-0.22746;9.79776;0.01635;0.02069;0.11681;-0.10263;-0.01833;-0.13256;19.92;3.06;-33.72;276.782;1.279;2.165;9424;2021-02-11 21:49:55:931
-0.30646;-0.20111;9.91439;-0.3253;-0.25324;9.79798;0.01635;0.02069;0.11681;-0.10263;-0.01833;-0.13256;20.58;3.3;-34.08;276.331;1.329;2.046;9473;2021-02-11 21:49:55:980
-0.30646;-0.20111;9.91439;-0.3253;-0.25324;9.79798;-0.0132;0.04847;0.10659;-0.10263;-0.01833;-0.13256;20.58;3.3;-34.08;276.331;1.329;2.046;9524;2021-02-11 21:49:56:031
-0.30646;-0.18675;9.912;-0.31307;-0.27978;9.79766;-0.01137;0.09482;0.10504;-0.09591;-0.02627;-0.19731;20.04;3.06;-34.14;276.072;1.635;1.83;9573;2021-02-11 21:49:56:080
-0.30646;-0.18675;9.912;-0.31307;-0.27978;9.79766;-0.01137;0.09482;0.10504;-0.09591;-0.02627;-0.19731;20.04;3.06;-34.14;276.072;1.635;1.83;9623;2021-02-11 21:49:56:130
-0.32322;-0.19393;9.92876;-0.29653;-0.3129;9.79717;-0.01137;0.09482;0.10504;-0.06292;-0.02566;-0.26695;20.04;3.06;-34.14;276.072;1.635;1.83;9674;2021-02-11 21:49:56:181
-0.32322;-0.19393;9.92876;-0.29653;-0.3129;9.79717;-0.03001;0.1251;0.11972;-0.06292;-0.02566;-0.26695;19.5;2.64;-34.32;275.706;1.828;1.734;9723;2021-02-11 21:49:56:230
-0.32082;-0.18196;9.90481;-0.27637;-0.3293;9.79722;-0.06308;0.14997;0.10987;-0.02138;-0.02138;-0.3317;19.5;2.64;-34.32;275.706;1.828;1.734;9774;2021-02-11 21:49:56:281
-0.32082;-0.18196;9.90481;-0.27637;-0.3293;9.79722;-0.06308;0.14997;0.10987;-0.02138;-0.02138;-0.3317;20.16;2.64;-34.08;275.516;1.924;1.616;9823;2021-02-11 21:49:56:330
-0.33279;-0.20351;9.89763;-0.27368;-0.30987;9.79793;-0.05965;0.11407;0.13553;-0.02138;-0.02138;-0.3317;20.16;2.64;-34.08;275.516;1.924;1.616;9873;2021-02-11 21:49:56:380
-0.33279;-0.20351;9.89763;-0.27368;-0.30987;9.79793;-0.05965;0.11407;0.13553;0.02688;-0.01161;-0.40256;19.62;2.22;-34.14;272.728;1.811;1.6;9923;2021-02-11 21:49:56:430
-0.33279;-0.18914;9.90721;-0.26866;-0.28211;9.79891;-0.0637;0.05569;0.10561;0.02688;-0.01161;-0.40256;19.62;2.22;-34.14;272.728;1.811;1.6;9973;2021-02-11 21:49:56:480
-0.33279;-0.18914;9.90721;-0.26866;-0.28211;9.79891;-0.0637;0.05569;0.10561;0.05986;0.00183;-0.46853;19.62;2.22;-34.14;272.728;1.811;1.6;10023;2021-02-11 21:49:56:530
-0.31843;-0.21548;9.92157;-0.26584;-0.24106;9.80008;-0.06329;0.02712;0.10235;0.05986;0.00183;-0.46853;19.02;2.1;-33.96;273.19;1.648;1.57;10074;2021-02-11 21:49:56:581
-0.31843;-0.21548;9.92157;-0.26584;-0.24106;9.80008;-0.06329;0.02712;0.10235;0.05986;0.00183;-0.46853;19.02;2.1;-33.96;273.19;1.648;1.57;10123;2021-02-11 21:49:56:630
-0.36631;-0.19872;9.87129;-0.27188;-0.20646;9.80071;-0.054;-0.00261;0.08719;0.06903;0.01344;-0.52168;18.9;2.88;-33.6;277.176;1.206;1.589;10174;2021-02-11 21:49:56:681
-0.36631;-0.19872;9.87129;-0.27188;-0.20646;9.80071;-0.054;-0.00261;0.08719;0.06903;0.01344;-0.52168;18.9;2.88;-33.6;277.176;1.206;1.589;10223;2021-02-11 21:49:56:730
-0.34955;-0.18914;9.87608;-0.29123;-0.14817;9.8012;-0.04856;-0.05275;0.05334;0.08369;0.03299;-0.28527;18.72;2.46;-33.66;274.698;0.866;1.702;10273;2021-02-11 21:49:56:780
-0.34955;-0.18914;9.87608;-0.29123;-0.14817;9.8012;-0.04856;-0.05275;0.05334;0.08369;0.03299;-0.28527;18.72;2.46;-33.66;274.698;0.866;1.702;10323;2021-02-11 21:49:56:830
-0.35195;-0.20351;9.84975;-0.31836;-0.15398;9.80027;-0.01976;-0.05705;0.04023;0.04704;0.03238;-0.32193;18.72;2.46;-33.66;274.698;0.866;1.702;10373;2021-02-11 21:49:56:880
-0.35195;-0.20351;9.84975;-0.31836;-0.15398;9.80027;-0.01976;-0.05705;0.04023;0.04704;0.03238;-0.32193;19.2;2.28;-34.32;274.655;0.9;1.861;10423;2021-02-11 21:49:56:930
-0.35195;-0.22745;9.85693;-0.34341;-0.17515;9.79907;-0.02185;-0.04704;0.0532;0.04704;0.03238;-0.32193;19.2;2.28;-34.32;274.655;0.9;1.861;10474;2021-02-11 21:49:56:981
-0.35195;-0.22745;9.85693;-0.34341;-0.17515;9.79907;-0.02185;-0.04704;0.0532;0.00122;0.02321;-0.34758;19.14;2.16;-34.56;274.388;1.023;2.007;10523;2021-02-11 21:49:57:030
-0.35434;-0.22505;9.85693;-0.35003;-0.19152;9.79853;-0.00303;-0.01771;0.06115;0.00122;0.02321;-0.34758;19.14;2.16;-34.56;274.388;1.023;2.007;10573;2021-02-11 21:49:57:080
-0.35434;-0.22505;9.85693;-0.35003;-0.19152;9.79853;-0.00303;-0.01771;0.06115;-0.03604;0.00672;-0.35919;19.14;2.16;-34.56;274.388;1.023;2.007;10623;2021-02-11 21:49:57:130
-0.36392;-0.20351;9.85693;-0.35414;-0.21098;9.79798;-0.02984;-0.00608;0.08548;-0.03604;0.00672;-0.35919;19.92;2.7;-34.08;276.848;1.233;2.07;10673;2021-02-11 21:49:57:180
-0.36392;-0.20351;9.85693;-0.35414;-0.21098;9.79798;-0.02984;-0.00608;0.08548;-0.03604;0.00672;-0.35919;19.92;2.7;-34.08;276.848;1.233;2.07;10723;2021-02-11 21:49:57:230
-0.35913;-0.21308;9.87129;-0.348;-0.24604;9.79738;-0.02984;-0.00608;0.08548;-0.05742;-0.01161;-0.36102;19.86;3.84;-34.32;279.457;1.438;2.034;10773;2021-02-11 21:49:57:280
-0.35913;-0.21308;9.87129;-0.348;-0.24604;9.79738;-0.03161;0.05209;0.08845;-0.05742;-0.01161;-0.36102;19.86;3.84;-34.32;279.457;1.438;2.034;10824;2021-02-11 21:49:57:331
-0.36392;-0.21787;9.90721;-0.33683;-0.27859;9.7969;-0.03161;0.05209;0.08845;-0.05376;-0.02505;-0.35186;19.86;3.84;-34.32;279.457;1.438;2.034;10874;2021-02-11 21:49:57:381
-0.36392;-0.21787;9.90721;-0.33683;-0.27859;9.7969;-0.05746;0.05123;0.11277;-0.05376;-0.02505;-0.35186;19.68;4.86;-34.38;282.037;1.628;1.969;10923;2021-02-11 21:49:57:430
-0.38068;-0.22505;9.90002;-0.33222;-0.2871;9.79682;-0.05746;0.05123;0.11277;-0.03054;-0.02627;-0.33353;19.68;4.86;-34.38;282.037;1.628;1.969;10973;2021-02-11 21:49:57:480
-0.38068;-0.22505;9.90002;-0.33222;-0.2871;9.79682;-0.05466;0.06673;0.12474;-0.03054;-0.02627;-0.33353;19.14;5.64;-34.32;285.611;1.678;1.942;11023;2021-02-11 21:49:57:530
-0.3711;-0.21308;9.91678;-0.31861;-0.29708;9.79697;-0.05466;0.06673;0.12474;-0.03054;-0.02627;-0.33353;19.14;5.64;-34.32;285.611;1.678;1.942;11073;2021-02-11 21:49:57:580
-0.3711;-0.21308;9.91678;-0.31861;-0.29708;9.79697;-0.04787;0.05497;0.11711;0.00916;-0.0171;-0.30543;19.2;5.94;-32.7;285.531;1.736;1.863;11124;2021-02-11 21:49:57:631
-0.37828;-0.22027;9.94312;-0.3167;-0.28301;9.79745;-0.04787;0.05497;0.11711;0.00916;-0.0171;-0.30543;19.2;5.94;-32.7;285.531;1.736;1.863;11173;2021-02-11 21:49:57:680
-0.37828;-0.22027;9.94312;-0.3167;-0.28301;9.79745;-0.09578;0.03038;0.15951;0.05009;0.00367;-0.26939;19.2;5.94;-32.7;285.531;1.736;1.863;11224;2021-02-11 21:49:57:731
-0.38547;-0.23463;9.96706;-0.32133;-0.26196;9.79788;-0.09578;0.03038;0.15951;0.05009;0.00367;-0.26939;19.2;6.54;-34.2;288.765;1.531;1.878;11273;2021-02-11 21:49:57:780
-0.38547;-0.23463;9.96706;-0.32133;-0.26196;9.79788;-0.04279;-0.00244;0.14723;0.05009;0.00367;-0.26939;19.2;6.54;-34.2;288.765;1.531;1.878;11323;2021-02-11 21:49:57:830
-0.38307;-0.24421;9.93594;-0.33318;-0.22106;9.7985;-0.04279;-0.00244;0.14723;0.08308;0.02321;0.10018;18.42;6.66;-34.44;290.274;1.292;1.948;11373;2021-02-11 21:49:57:880
-0.38307;-0.24421;9.93594;-0.33318;-0.22106;9.7985;-0.0586;-0.05134;0.13236;0.08308;0.02321;0.10018;18.42;6.66;-34.44;290.274;1.292;1.948;11423;2021-02-11 21:49:57:930
-0.39504;-0.23463;9.912;-0.36024;-0.17964;9.79838;-0.0586;-0.05134;0.13236;0.09224;0.04215;0.14539;18.24;6.48;-34.02;287.77;1.05;2.106;11473;2021-02-11 21:49:57:980
-0.39504;-0.23463;9.912;-0.36024;-0.17964;9.79838;-0.00814;-0.05678;0.12633;0.09224;0.04215;0.14539;18.24;6.48;-34.02;287.77;1.05;2.106;11523;2021-02-11 21:49:58:030
-0.37589;-0.23703;9.90481;-0.38151;-0.19032;9.79738;-0.00814;-0.05678;0.12633;0.08002;0.04826;0.19242;18.24;6.48;-34.02;287.77;1.05;2.106;11573;2021-02-11 21:49:58:080
-0.37589;-0.23703;9.90481;-0.38151;-0.19032;9.79738;0.00879;-0.03995;0.08869;0.08002;0.04826;0.19242;18.72;6.96;-33.96;289.702;1.112;2.23;11623;2021-02-11 21:49:58:130
-0.39504;-0.23224;9.88805;-0.41327;-0.1558;9.7967;0.00879;-0.03995;0.08869;0.08002;0.04826;0.19242;18.72;6.96;-33.96;289.702;1.112;2.23;11673;2021-02-11 21:49:58:180
-0.39504;-0.23224;9.88805;-0.41327;-0.1558;9.7967;0.03663;-0.07784;0.07008;0.05131;0.04276;0.23518;18.9;6.9;-33.66;290.17;0.91;2.416;11723;2021-02-11 21:49:58:230
-0.38786;-0.23224;9.8689;-0.427;-0.14278;9.79631;0.03663;-0.07784;0.07008;0.05131;0.04276;0.23518;18.9;6.9;-33.66;290.17;0.91;2.416;11773;2021-02-11 21:49:58:280
-0.38786;-0.23224;9.8689;-0.427;-0.14278;9.79631;0.06412;-0.09869;0.05863;0.011;0.02505;0.27794;18.9;6.9;-33.66;290.17;0.91;2.416;11823;2021-02-11 21:49:58:330
-0.36871;-0.22266;9.87848;-0.43103;-0.14939;9.79604;0.06412;-0.09869;0.05863;0.011;0.02505;0.27794;18.24;6.12;-33.66;288.353;0.873;2.519;11874;2021-02-11 21:49:58:381
-0.36871;-0.22266;9.87848;-0.43103;-0.14939;9.79604;0.04473;-0.0711;0.08484;0.011;0.02505;0.27794;18.24;6.12;-33.66;288.353;0.873;2.519;11923;2021-02-11 21:49:58:430
-0.36871;-0.22505;9.85932;-0.42695;-0.16476;9.79597;0.04473;-0.0711;0.08484;-0.02749;0.00183;0.3146;19.26;7.08;-34.38;290.128;0.963;2.496;11973;2021-02-11 21:49:58:480
-0.36871;-0.22505;9.85932;-0.42695;-0.16476;9.79597;0.05129;-0.06702;0.08973;-0.02749;0.00183;0.3146;19.26;7.08;-34.38;290.128;0.963;2.496;12023;2021-02-11 21:49:58:530
-0.3735;-0.22505;9.87129;-0.42207;-0.17995;9.79591;0.05129;-0.06702;0.08973;-0.05009;-0.01649;0.34086;19.68;6.72;-33.96;288.954;1.051;2.467;12074;2021-02-11 21:49:58:581
-0.3735;-0.22505;9.87129;-0.42207;-0.17995;9.79591;0.05776;-0.03327;0.10168;-0.05009;-0.01649;0.34086;19.68;6.72;-33.96;288.954;1.051;2.467;12124;2021-02-11 21:49:58:631
-0.36631;-0.21787;9.89763;-0.41131;-0.19853;9.79601;0.05776;-0.03327;0.10168;-0.05315;-0.02871;0.35919;19.68;6.72;-33.96;288.954;1.051;2.467;12174;2021-02-11 21:49:58:681
-0.36631;-0.21787;9.89763;-0.41131;-0.19853;9.79601;0.04354;0.00575;0.13266;-0.05315;-0.02871;0.35919;19.38;6.42;-34.08;286.783;1.16;2.404;12223;2021-02-11 21:49:58:730
-0.35913;-0.22027;9.9096;-0.39471;-0.22115;9.79621;0.04354;0.00575;0.13266;-0.05315;-0.02871;0.35919;19.38;6.42;-34.08;286.783;1.16;2.404;12273;2021-02-11 21:49:58:780
-0.35913;-0.22027;9.9096;-0.39471;-0.22115;9.79621;0.02776;0.01139;0.12999;-0.03604;-0.02993;0.36896;18.9;6.42;-33.9;286.491;1.292;2.307;12323;2021-02-11 21:49:58:830
-0.34477;-0.21308;9.90002;-0.37919;-0.23413;9.79652;0.02776;0.01139;0.12999;-0.03604;-0.02993;0.36896;18.9;6.42;-33.9;286.491;1.292;2.307;12374;2021-02-11 21:49:58:881
-0.34477;-0.21308;9.90002;-0.37919;-0.23413;9.79652;-0.0087;0.04084;0.12957;-0.01466;-0.03421;0.10018;18.9;6.42;-33.9;286.491;1.292;2.307;12423;2021-02-11 21:49:58:930
-0.38307;-0.22266;9.89524;-0.36052;-0.24571;9.79694;-0.0087;0.04084;0.12957;-0.01466;-0.03421;0.10018;18.96;6.66;-34.08;289.063;1.436;2.108;12473;2021-02-11 21:49:58:980
-0.38307;-0.22266;9.89524;-0.36052;-0.24571;9.79694;-8.6E-4;0.04058;0.11245;-0.01466;-0.03421;0.10018;18.96;6.66;-34.08;289.063;1.436;2.108;12523;2021-02-11 21:49:59:030
-0.35434;-0.22745;9.90242;-0.3487;-0.23604;9.79761;-8.6E-4;0.04058;0.11245;0.02321;-0.01772;0.09407;18.78;6.12;-33.66;286.197;1.379;2.038;12574;2021-02-11 21:49:59:081
-0.35434;-0.22745;9.90242;-0.3487;-0.23604;9.79761;0.00697;0.0278;0.10453;0.02321;-0.01772;0.09407;18.78;6.12;-33.66;286.197;1.379;2.038;12623;2021-02-11 21:49:59:130
-0.34716;-0.21069;9.912;-0.34544;-0.20762;9.79837;0.00697;0.0278;0.10453;0.0562;6.1E-4;0.08308;18.78;6.12;-33.66;286.197;1.379;2.038;12674;2021-02-11 21:49:59:181
-0.34716;-0.21069;9.912;-0.34544;-0.20762;9.79837;-0.01991;-0.01394;0.09668;0.0562;6.1E-4;0.08308;18.96;5.94;-34.08;286.486;1.213;2.019;12723;2021-02-11 21:49:59:230
-0.34237;-0.21069;9.89524;-0.34772;-0.18487;9.79874;-0.01991;-0.01394;0.09668;0.07514;0.01894;0.06536;18.96;5.94;-34.08;286.486;1.213;2.019;12774;2021-02-11 21:49:59:281
-0.34237;-0.21069;9.89524;-0.34772;-0.18487;9.79874;0.02529;-0.04611;0.0771;0.07514;0.01894;0.06536;18.9;5.22;-34.26;283.733;1.08;2.032;12823;2021-02-11 21:49:59:330
-0.33758;-0.22266;9.89284;-0.35675;-0.14853;9.79903;0.02529;-0.04611;0.0771;0.07514;0.01894;0.06536;18.9;5.22;-34.26;283.733;1.08;2.032;12874;2021-02-11 21:49:59:381
-0.33758;-0.22266;9.89284;-0.35675;-0.14853;9.79903;0.01927;-0.07651;0.07465;0.07208;0.02749;0.04398;19.26;5.1;-34.02;284.148;0.868;2.085;12923;2021-02-11 21:49:59:430
-0.35195;-0.21308;9.86411;-0.37097;-0.11341;9.79898;0.01927;-0.07651;0.07465;0.07208;0.02749;0.04398;19.26;5.1;-34.02;284.148;0.868;2.085;12973;2021-02-11 21:49:59:480
-0.35195;-0.21308;9.86411;-0.37097;-0.11341;9.79898;0.03141;-0.08469;0.07;0.04826;0.0281;0.02077;19.26;5.1;-34.02;284.148;0.868;2.085;13025;2021-02-11 21:49:59:532
-0.34477;-0.20111;9.86411;-0.3732;-0.11959;9.79882;0.03141;-0.08469;0.07;0.04826;0.0281;0.02077;18.72;4.26;-34.74;281.415;0.699;2.181;13073;2021-02-11 21:49:59:580
-0.34477;-0.20111;9.86411;-0.3732;-0.11959;9.79882;0.02822;-0.09879;0.07268;0.04826;0.0281;0.02077;18.72;4.26;-34.74;281.415;0.699;2.181;13124;2021-02-11 21:49:59:631
-0.35434;-0.2059;9.85932;-0.37819;-0.12718;9.79853;0.02822;-0.09879;0.07268;0.00977;0.01894;-0.00672;19.14;4.08;-34.02;281.356;0.743;2.21;13173;2021-02-11 21:49:59:680
-0.35434;-0.2059;9.85932;-0.37819;-0.12718;9.79853;0.01848;-0.06478;0.06817;0.00977;0.01894;-0.00672;19.14;4.08;-34.02;281.356;0.743;2.21;13223;2021-02-11 21:49:59:730
-0.33519;-0.19393;9.84735;-0.38121;-0.14706;9.79813;0.01848;-0.06478;0.06817;-0.02566;0.00428;-0.0336;19.5;3.24;-34.14;277.565;0.859;2.228;13273;2021-02-11 21:49:59:780
-0.33519;-0.19393;9.84735;-0.38121;-0.14706;9.79813;0.03582;-0.04671;0.09246;-0.02566;0.00428;-0.0336;19.5;3.24;-34.14;277.565;0.859;2.228;13323;2021-02-11 21:49:59:830
-0.35195;-0.19393;9.86172;-0.37407;-0.1831;9.7978;0.03582;-0.04671;0.09246;-0.05498;-0.01527;-0.06292;19.5;3.24;-34.14;277.565;0.859;2.228;13373;2021-02-11 21:49:59:880
-0.35195;-0.19393;9.86172;-0.37407;-0.1831;9.7978;0.02789;-0.00429;0.10479;-0.05498;-0.01527;-0.06292;19.56;4.2;-33.12;280.2;1.07;2.186;13423;2021-02-11 21:49:59:930
-0.34237;-0.21069;9.90721;-0.359;-0.22795;9.79743;0.02789;-0.00429;0.10479;-0.05498;-0.01527;-0.06292;19.56;4.2;-33.12;280.2;1.07;2.186;13473;2021-02-11 21:49:59:980
-0.34237;-0.21069;9.90721;-0.359;-0.22795;9.79743;0.00955;0.04681;0.11492;-0.08858;-0.03848;-0.12095;19.68;4.26;-33.96;279.666;1.332;2.099;13523;2021-02-11 21:50:00:030
-0.33758;-0.21548;9.94073;-0.33621;-0.27841;9.79693;0.00955;0.04681;0.11492;-0.08858;-0.03848;-0.12095;19.68;4.26;-33.96;279.666;1.332;2.099;13573;2021-02-11 21:50:00:080
-0.33758;-0.21548;9.94073;-0.33621;-0.27841;9.79693;-0.02405;0.09188;0.15105;-0.07758;-0.04581;-0.14355;19.68;4.26;-33.96;279.666;1.332;2.099;13623;2021-02-11 21:50:00:130
-0.33758;-0.21548;9.93115;-0.31214;-0.31089;9.79675;-0.02405;0.09188;0.15105;-0.07758;-0.04581;-0.14355;19.08;4.5;-34.62;282.214;1.817;1.825;13673;2021-02-11 21:50:00:180
-0.33758;-0.21548;9.93115;-0.31214;-0.31089;9.79675;-0.03568;0.11003;0.13655;-0.07758;-0.04581;-0.14355;19.08;4.5;-34.62;282.214;1.817;1.825;13723;2021-02-11 21:50:00:230
-0.35913;-0.20351;9.93833;-0.30549;-0.30439;9.79716;-0.03568;0.11003;0.13655;-0.0452;-0.04276;-0.16249;19.74;5.46;-33.54;281.709;1.779;1.786;13773;2021-02-11 21:50:00:280
-0.35913;-0.20351;9.93833;-0.30549;-0.30439;9.79716;-0.07155;0.08171;0.15521;-0.0452;-0.04276;-0.16249;19.74;5.46;-33.54;281.709;1.779;1.786;13823;2021-02-11 21:50:00:330
-0.35434;-0.20351;9.94073;-0.29675;-0.29745;9.79764;-0.07155;0.08171;0.15521;-0.00794;-0.02993;-0.1741;19.02;5.46;-34.5;282.401;1.738;1.735;13873;2021-02-11 21:50:00:380
-0.35434;-0.20351;9.94073;-0.29675;-0.29745;9.79764;-0.07585;0.04877;0.11889;-0.00794;-0.02993;-0.1741;19.02;5.46;-34.5;282.401;1.738;1.735;13924;2021-02-11 21:50:00:431
-0.34477;-0.22505;9.9096;-0.29764;-0.28238;9.79806;-0.07585;0.04877;0.11889;0.02566;-0.01161;-0.17715;19.02;5.46;-34.5;282.401;1.738;1.735;13974;2021-02-11 21:50:00:481
-0.34477;-0.22505;9.9096;-0.29764;-0.28238;9.79806;-0.07149;0.04327;0.11099;0.02566;-0.01161;-0.17715;18.96;5.16;-34.32;282.565;1.65;1.74;14024;2021-02-11 21:50:00:531
-0.3735;-0.21787;9.92157;-0.29851;-0.26393;9.79855;-0.07149;0.04327;0.11099;0.02566;-0.01161;-0.17715;18.96;5.16;-34.32;282.565;1.65;1.74;14073;2021-02-11 21:50:00:580
-0.3735;-0.21787;9.92157;-0.29851;-0.26393;9.79855;-0.05478;0.03335;0.10838;0.04704;0.00794;-0.17226;19.56;5.7;-34.02;284.965;1.542;1.745;14123;2021-02-11 21:50:00:630
-0.38307;-0.24181;9.90721;-0.31044;-0.23654;9.79888;-0.05478;0.03335;0.10838;0.04704;0.00794;-0.17226;19.56;5.7;-34.02;284.965;1.542;1.745;14173;2021-02-11 21:50:00:680
-0.38307;-0.24181;9.90721;-0.31044;-0.23654;9.79888;-0.05039;0.00407;0.10595;0.04643;0.02321;-0.16005;19.56;5.7;-34.02;284.965;1.542;1.745;14223;2021-02-11 21:50:00:730
-0.35434;-0.22984;9.89045;-0.32443;-0.21846;9.79885;-0.05039;0.00407;0.10595;0.04643;0.02321;-0.16005;19.5;5.34;-34.26;284.965;1.542;1.745;14273;2021-02-11 21:50:00:780
-0.35434;-0.22984;9.89045;-0.32443;-0.21846;9.79885;-0.02135;-0.02294;0.06773;0.04643;0.02321;-0.16005;19.5;5.34;-34.26;284.965;1.542;1.745;14323;2021-02-11 21:50:00:830
-0.36631;-0.23224;9.88805;-0.34131;-0.19979;9.79867;-0.02135;-0.02294;0.06773;0.02688;0.02627;-0.14355;19.86;5.82;-34.5;285.719;1.167;1.995;14374;2021-02-11 21:50:00:881
-0.36631;-0.23224;9.88805;-0.34131;-0.19979;9.79867;-0.01048;-0.03957;0.07526;0.02688;0.02627;-0.14355;19.86;5.82;-34.5;285.719;1.167;1.995;14424;2021-02-11 21:50:00:931
-0.38068;-0.23463;9.85693;-0.35531;-0.19544;9.79826;-0.01048;-0.03957;0.07526;-0.0055;0.01833;-0.12462;19.2;5.76;-34.2;286.644;1.142;2.077;14475;2021-02-11 21:50:00:982
-0.38068;-0.23463;9.85693;-0.35531;-0.19544;9.79826;-0.0016;-0.02998;0.06619;-0.0055;0.01833;-0.12462;19.2;5.76;-34.2;286.644;1.142;2.077;14523;2021-02-11 21:50:01:030
-0.36871;-0.22505;9.88326;-0.36248;-0.20046;9.7979;-0.0016;-0.02998;0.06619;-0.03971;0.00733;0.05253;19.2;5.76;-34.2;286.644;1.142;2.077;14573;2021-02-11 21:50:01:080
-0.36871;-0.22505;9.88326;-0.36248;-0.20046;9.7979;-0.00798;-0.00834;0.05469;-0.03971;0.00733;0.05253;19.38;5.4;-34.08;283.602;1.171;2.119;14623;2021-02-11 21:50:01:130
-0.38068;-0.22266;9.89524;-0.36887;-0.22002;9.79724;-0.00798;-0.00834;0.05469;-0.03971;0.00733;0.05253;19.38;5.4;-34.08;283.602;1.171;2.119;14674;2021-02-11 21:50:01:181
