ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.39504;0.13886;9.4164;0.63881;0.2551;9.7825;-0.28756;-0.11988;-0.36305;0.02443;-0.01161;0.2419;-17.34;-13.8;-31.26;131.635;-1.398;-3.878;19887;2021-02-11 20:50:56:165
0.23942;0.30167;9.87608;0.63881;0.2551;9.7825;-0.30039;0.06101;0.08726;0.02443;-0.01161;0.2419;-17.88;-13.74;-31.02;129.54;-1.491;-3.736;19917;2021-02-11 20:50:56:195
0.23942;0.30167;9.87608;0.5059;0.24957;9.79041;-0.30039;0.06101;0.08726;0.02443;-0.01161;0.2419;-17.88;-13.74;-31.02;129.54;-1.491;-3.736;19948;2021-02-11 20:50:56:226
0.23942;0.30167;9.87608;0.5059;0.24957;9.79041;-0.30039;0.06101;0.08726;0.03665;0.05192;0.27978;-17.88;-13.74;-31.02;129.54;-1.491;-3.736;19978;2021-02-11 20:50:56:256
0.81163;0.27533;9.83538;0.5059;0.24957;9.79041;0.33092;0.00506;0.04425;0.03665;0.05192;0.27978;-17.88;-13.74;-31.02;129.54;-1.491;-3.736;20008;2021-02-11 20:50:56:286
0.81163;0.27533;9.83538;0.49059;0.27601;9.79048;0.33092;0.00506;0.04425;0.03665;0.05192;0.27978;-17.94;-13.92;-30.9;128.836;-1.458;-2.958;20038;2021-02-11 20:50:56:316
0.81163;0.27533;9.83538;0.49059;0.27601;9.79048;0.33092;0.00506;0.04425;0.03665;0.05192;0.27978;-17.94;-13.92;-30.9;128.836;-1.458;-2.958;20068;2021-02-11 20:50:56:346
0.81163;0.27533;9.83538;0.49059;0.27601;9.79048;0.33092;0.00506;0.04425;0.01527;0.06048;0.20769;-17.94;-13.92;-30.9;128.836;-1.458;-2.958;20098;2021-02-11 20:50:56:376
0.54588;0.21069;9.84496;0.49059;0.27601;9.79048;0.05898;-0.05091;0.0539;0.01527;0.06048;0.20769;-17.94;-13.92;-30.9;128.836;-1.458;-2.958;20128;2021-02-11 20:50:56:406
0.54588;0.21069;9.84496;0.47115;0.25805;9.79193;0.05898;-0.05091;0.0539;0.01527;0.06048;0.20769;-18.72;-13.8;-30.54;126.954;-1.508;-2.755;20158;2021-02-11 20:50:56:436
0.54588;0.21069;9.84496;0.47115;0.25805;9.79193;0.05898;-0.05091;0.0539;0.01527;0.06048;0.20769;-18.72;-13.8;-30.54;126.954;-1.508;-2.755;20188;2021-02-11 20:50:56:466
0.58419;0.2897;9.77313;0.47115;0.25805;9.79193;0.12772;0.0271;-0.01937;0.011;0.0733;0.21014;-18.72;-13.8;-30.54;126.954;-1.508;-2.755;20218;2021-02-11 20:50:56:496
0.58419;0.2897;9.77313;0.45562;0.25834;9.79265;0.12772;0.0271;-0.01937;0.011;0.0733;0.21014;-18.72;-13.8;-30.54;126.954;-1.508;-2.755;20248;2021-02-11 20:50:56:526
0.58419;0.2897;9.77313;0.45562;0.25834;9.79265;0.12772;0.0271;-0.01937;0.011;0.0733;0.21014;-17.82;-13.92;-30.9;128.502;-1.51;-2.664;20278;2021-02-11 20:50:56:556
0.51475;0.29688;9.85214;0.45562;0.25834;9.79265;0.07104;0.05776;0.05845;0.011;0.0733;0.21014;-17.82;-13.92;-30.9;128.502;-1.51;-2.664;20308;2021-02-11 20:50:56:586
0.51475;0.29688;9.85214;0.42825;0.2297;9.7946;0.07104;0.05776;0.05845;-0.02443;0.06597;0.15516;-17.82;-13.92;-30.9;128.502;-1.51;-2.664;20338;2021-02-11 20:50:56:616
0.51475;0.29688;9.85214;0.42825;0.2297;9.7946;0.07104;0.05776;0.05845;-0.02443;0.06597;0.15516;-17.82;-13.92;-30.9;128.502;-1.51;-2.664;20368;2021-02-11 20:50:56:646
0.57221;0.2083;9.95509;0.42825;0.2297;9.7946;0.07104;0.05776;0.05845;-0.02443;0.06597;0.15516;-17.52;-14.4;-31.26;128.553;-1.342;-2.504;20398;2021-02-11 20:50:56:676
0.57221;0.2083;9.95509;0.42825;0.2297;9.7946;0.08541;0.02205;0.00864;-0.02443;0.06597;0.15516;-17.52;-14.4;-31.26;128.553;-1.342;-2.504;20429;2021-02-11 20:50:56:707
0.57221;0.2083;9.95509;0.41064;0.19893;9.79603;0.08541;0.02205;0.00864;-0.04032;0.06414;0.13622;-17.52;-14.4;-31.26;128.553;-1.342;-2.504;20458;2021-02-11 20:50:56:736
0.48842;0.20111;9.90481;0.41064;0.19893;9.79603;0.08541;0.02205;0.00864;-0.04032;0.06414;0.13622;-17.52;-14.4;-31.26;128.553;-1.342;-2.504;20487;2021-02-11 20:50:56:765
0.48842;0.20111;9.90481;0.41064;0.19893;9.79603;-0.06677;0.08453;0.19399;-0.04032;0.06414;0.13622;-17.64;-14.28;-30.3;128.642;-1.162;-2.4;20521;2021-02-11 20:50:56:799
0.48842;0.20111;9.90481;0.37789;0.16068;9.79805;-0.06677;0.08453;0.19399;-0.04032;0.06414;0.13622;-17.64;-14.28;-30.3;128.642;-1.162;-2.4;20548;2021-02-11 20:50:56:826
0.29449;0.30406;9.85214;0.37789;0.16068;9.79805;-0.06677;0.08453;0.19399;-0.04826;0.05559;0.13317;-17.64;-14.28;-30.3;128.642;-1.162;-2.4;20578;2021-02-11 20:50:56:856
0.29449;0.30406;9.85214;0.37789;0.16068;9.79805;-0.02239;0.18945;0.12229;-0.04826;0.05559;0.13317;-17.64;-14.28;-30.3;128.642;-1.162;-2.4;20608;2021-02-11 20:50:56:886
0.29449;0.30406;9.85214;0.37789;0.16068;9.79805;-0.02239;0.18945;0.12229;-0.04826;0.05559;0.13317;-18.42;-13.74;-30.72;128.755;-0.939;-2.209;20637;2021-02-11 20:50:56:915
0.29449;0.30406;9.85214;0.32848;0.16623;9.79974;-0.02239;0.18945;0.12229;-0.04826;0.05559;0.13317;-18.42;-13.74;-30.72;128.755;-0.939;-2.209;20668;2021-02-11 20:50:56:946
0.44532;0.36152;9.96706;0.32848;0.16623;9.79974;-0.02239;0.18945;0.12229;-0.00733;0.05437;0.22113;-18.42;-13.74;-30.72;128.755;-0.939;-2.209;20698;2021-02-11 20:50:56:976
0.44532;0.36152;9.96706;0.32848;0.16623;9.79974;0.18893;0.05308;-0.07254;-0.00733;0.05437;0.22113;-18.42;-13.74;-30.72;128.755;-0.939;-2.209;20728;2021-02-11 20:50:57:006
0.44532;0.36152;9.96706;0.31532;0.17144;9.80008;0.18893;0.05308;-0.07254;-0.00733;0.05437;0.22113;-17.94;-13.2;-31.56;126.232;-1.002;-1.843;20758;2021-02-11 20:50:57:036
0.32082;-0.02394;10.09874;0.31532;0.17144;9.80008;0.18893;0.05308;-0.07254;-0.00733;0.05437;0.22113;-17.94;-13.2;-31.56;126.232;-1.002;-1.843;20787;2021-02-11 20:50:57:065
0.32082;-0.02394;10.09874;0.31532;0.17144;9.80008;-0.07437;-0.10869;0.31764;-0.03482;0.04154;0.20464;-17.94;-13.2;-31.56;126.232;-1.002;-1.843;20818;2021-02-11 20:50:57:096
0.32082;-0.02394;10.09874;0.3047;0.13293;9.80101;-0.07437;-0.10869;0.31764;-0.03482;0.04154;0.20464;-17.94;-13.2;-31.56;126.232;-1.002;-1.843;20848;2021-02-11 20:50:57:126
0.46208;0.4142;9.7037;0.3047;0.13293;9.80101;-0.07437;-0.10869;0.31764;-0.03482;0.04154;0.20464;-17.22;-13.56;-31.68;130.282;-0.777;-1.781;20878;2021-02-11 20:50:57:156
0.46208;0.4142;9.7037;0.3047;0.13293;9.80101;0.25942;0.21297;-0.02821;-0.03482;0.04154;0.20464;-17.22;-13.56;-31.68;130.282;-0.777;-1.781;20908;2021-02-11 20:50:57:186
