"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.444089280E0,-2.925279737E-1,-1.199322939E0,1.319473267E0,1.806919431E0
2.451962815E0,-2.845961154E-1,-1.053347111E0,1.303728104E0,1.700071191E0
2.459836350E0,-2.532198131E-1,-8.892345428E-1,1.282210350E0,1.580797814E0
2.467770920E0,-2.318697274E-1,-7.676098347E-1,1.231055260E0,1.469178506E0
2.475644455E0,-2.133935988E-1,-6.354658604E-1,1.173850060E0,1.351768342E0
2.483579026E0,-2.120189071E-1,-5.043450594E-1,1.098550797E0,1.227244804E0
2.491452561E0,-1.941071153E-1,-3.466835022E-1,1.014823914E0,1.089832372E0
2.499417649E0,-1.912189424E-1,-2.397162914E-1,9.603462219E-1,1.008113808E0
2.507382737E0,-1.644783914E-1,-9.561538696E-2,8.950242996E-1,9.150212786E-1
2.515286789E0,-1.335049570E-1,3.896462917E-2,8.540010452E-1,8.652511780E-1
2.523251877E0,-1.102457643E-1,1.565479040E-1,8.322687149E-1,8.540097122E-1
2.531094895E0,-1.136603653E-1,2.612503767E-1,8.276662827E-1,8.753296027E-1
2.538968430E0,-8.405777812E-2,3.516179323E-1,7.894706726E-1,8.683114783E-1
2.546964036E0,-7.179296017E-2,4.608019590E-1,7.916650772E-1,9.188178650E-1
2.554837571E0,-4.795819521E-2,5.490182638E-1,7.720956802E-1,9.486057041E-1
2.562772141E0,-4.616677761E-2,6.488798857E-1,7.447729111E-1,9.888696408E-1
2.570645676E0,-1.379263401E-2,7.528680563E-1,6.998949051E-1,1.028033767E0
2.578610764E0,-1.309263706E-2,8.229013681E-1,6.996393204E-1,1.080200564E0
2.586545334E0,6.214797497E-3,9.046721458E-1,6.984558105E-1,1.142939559E0
2.594449387E0,3.692352772E-2,9.665079117E-1,6.841058731E-1,1.184694786E0
2.602383957E0,4.579514265E-2,1.023274422E0,6.207313538E-1,1.197704117E0
2.610257493E0,6.354850531E-2,1.106907606E0,5.652017593E-1,1.244482177E0
2.618161545E0,6.620347500E-2,1.149096489E0,4.985980988E-1,1.254354697E0
2.626096116E0,8.491271734E-2,1.224262714E0,4.137229919E-1,1.295066051E0
2.633969651E0,9.531784058E-2,1.244591475E0,4.225063324E-1,1.317803107E0
2.641904221E0,9.341359138E-2,1.281284809E0,4.153518677E-1,1.350160744E0
2.649777756E0,9.840863943E-2,1.327501893E0,3.947257996E-1,1.388435808E0
2.657742844E0,1.019937396E-1,1.311441183E0,3.813190460E-1,1.369556466E0
2.665707932E0,1.020294428E-1,1.318786621E0,3.852987289E-1,1.377702170E0
2.673611985E0,1.374124885E-1,1.320578337E0,3.826789856E-1,1.381757049E0
2.681577073E0,1.125312746E-1,1.318236589E0,3.970994949E-1,1.381339568E0
2.689420090E0,1.154595315E-1,1.301351070E0,4.194679260E-1,1.372151177E0
2.697385178E0,1.246522963E-1,1.293723226E0,4.306049347E-1,1.369189026E0
2.705319748E0,1.160730422E-1,1.251163483E0,4.732913971E-1,1.342716559E0
2.713193284E0,1.092127860E-1,1.223420382E0,5.050821304E-1,1.328078620E0
2.721158371E0,1.016128361E-1,1.169779301E0,5.379819870E-1,1.291562387E0
2.729062424E0,8.595785499E-2,1.143286705E0,5.474834442E-1,1.270524051E0
2.737027512E0,9.370377660E-2,1.085971832E0,5.581941605E-1,1.224620733E0
2.744962082E0,7.415828109E-2,1.017463446E0,5.480499268E-1,1.158054418E0
2.752866135E0,7.535919547E-2,9.620175362E-1,5.490684509E-1,1.110240025E0
2.760800705E0,7.121399045E-2,8.904051781E-1,5.420351028E-1,1.044842029E0
2.768674241E0,3.745162487E-2,8.346271515E-1,5.457601547E-1,9.979274787E-1
2.776547776E0,2.511864901E-2,7.444546223E-1,5.921754837E-1,9.515857474E-1
2.784512864E0,1.434534788E-2,6.549549103E-1,6.427898407E-1,9.177965476E-1
2.792386399E0,2.661257982E-3,5.524762869E-1,6.877079010E-1,8.821447086E-1
2.800351487E0,-1.667919755E-2,4.682580233E-1,7.205114365E-1,8.594652419E-1
2.808225022E0,-7.010954618E-2,3.457504511E-1,7.768535614E-1,8.532058244E-1
2.816068039E0,-7.857459784E-2,2.431715727E-1,8.306989670E-1,8.691186081E-1
2.824063645E0,-1.090040803E-1,1.296294928E-1,8.941841125E-1,9.100829204E-1
2.831967698E0,-1.255520284E-1,1.018822193E-2,9.531068802E-1,9.613947351E-1
2.839902268E0,-1.473222375E-1,-8.943617344E-2,1.009851456E0,1.024452358E0
2.847775803E0,-1.647276282E-1,-2.144397497E-1,1.071779251E0,1.105364357E0
2.855679856E0,-1.775419116E-1,-3.708715439E-1,1.093721390E0,1.168457663E0
2.863614426E0,-2.193716764E-1,-4.633560181E-1,1.137582779E0,1.247764926E0
2.871487961E0,-2.468976974E-1,-5.877753496E-1,1.132051468E0,1.299222406E0
2.879453049E0,-2.579412162E-1,-7.267919779E-1,1.120401382E0,1.360168926E0
2.887357102E0,-2.911815047E-1,-8.669472933E-1,1.126272202E0,1.450818166E0
2.895322190E0,-3.244920075E-1,-1.008460164E0,1.162343979E0,1.572682578E0
2.903256760E0,-3.196097910E-1,-1.143681645E0,1.204546928E0,1.691476109E0
2.911130295E0,-3.764465451E-1,-1.297729254E0,1.229174614E0,1.826659095E0
2.919125901E0,-3.951753974E-1,-1.427768946E0,1.255419731E0,1.941846147E0
2.927029953E0,-4.167733192E-1,-1.571449041E0,1.273704529E0,2.065302718E0
2.934872971E0,-4.358608723E-1,-1.722941160E0,1.291511536E0,2.196930356E0
2.942838059E0,-4.670807123E-1,-1.862046838E0,1.270524979E0,2.302089603E0
2.950742112E0,-4.932921529E-1,-2.009913921E0,1.275476456E0,2.431035028E0
2.958676682E0,-5.072746873E-1,-2.137306452E0,1.268123627E0,2.536443181E0
2.966550217E0,-5.332302451E-1,-2.299479485E0,1.298788071E0,2.694214328E0
2.974423752E0,-5.567605495E-1,-2.439683676E0,1.319581032E0,2.829016233E0
2.982419358E0,-5.636235476E-1,-2.576569557E0,1.318614006E0,2.948749749E0
2.990323411E0,-5.944873691E-1,-2.720823765E0,1.307839394E0,3.076806960E0
2.998257981E0,-5.938746333E-1,-2.833364487E0,1.275240898E0,3.163365414E0
3.006131516E0,-6.291491985E-1,-2.967797279E0,1.180184364E0,3.255224192E0
3.014005051E0,-6.448342800E-1,-3.098251343E0,1.111067772E0,3.354019115E0
3.022000657E0,-6.511753201E-1,-3.219014168E0,1.063220024E0,3.452031044E0
3.029904709E0,-6.598452330E-1,-3.338481665E0,1.019725800E0,3.552561930E0
3.037839280E0,-6.493662000E-1,-3.475104809E0,9.900064468E-1,3.671259002E0
3.045712815E0,-6.531506181E-1,-3.586650372E0,9.693441391E-1,3.772306281E0
3.053677903E0,-6.878094077E-1,-3.676209450E0,9.142951965E-1,3.850134206E0
3.061612473E0,-6.867558956E-1,-3.787637711E0,8.517141342E-1,3.942492873E0
3.069486008E0,-6.903271675E-1,-3.912224293E0,8.071308136E-1,4.053826669E0
3.077420578E0,-6.865311861E-1,-4.020824432E0,7.659454346E-1,4.150304398E0
3.085294114E0,-7.164540887E-1,-4.113646984E0,7.549724579E-1,4.243274842E0
3.093167649E0,-7.144585848E-1,-4.199238777E0,6.864833832E-1,4.314547116E0
3.101132737E0,-7.064095140E-1,-4.286045074E0,6.293277740E-1,4.389219775E0
3.109036789E0,-7.185951471E-1,-4.361886024E0,5.807447433E-1,4.458664950E0
3.116971360E0,-7.179130316E-1,-4.429179192E0,4.919891357E-1,4.513876465E0
3.124875412E0,-7.264233828E-1,-4.499269009E0,3.817138672E-1,4.573490791E0
3.132748948E0,-7.057012916E-1,-4.565105438E0,3.256740570E-1,4.630795349E0
3.140683518E0,-7.204267383E-1,-4.618645191E0,2.547178268E-1,4.681429190E0
3.148557053E0,-6.959893107E-1,-4.671504498E0,1.446180344E-1,4.725279861E0
3.156491623E0,-6.898616552E-1,-4.731240749E0,5.676555634E-2,4.781607518E0
3.164365159E0,-7.022256851E-1,-4.776410103E0,3.806114197E-3,4.827756091E0
3.172238694E0,-6.780092716E-1,-4.803120136E0,-4.126644135E-2,4.850913577E0
3.180203782E0,-6.887575984E-1,-4.827828407E0,-1.098566055E-1,4.877948609E0
3.188077317E0,-6.776700020E-1,-4.851862431E0,-1.695709229E-1,4.901893509E0
3.195981369E0,-6.973941922E-1,-4.896646976E0,-1.941862106E-1,4.949870560E0
3.203885422E0,-6.641218066E-1,-4.923344135E0,-2.390365601E-1,4.973682109E0
3.211881028E0,-6.820361614E-1,-4.995934486E0,-2.574138641E-1,5.048841116E0
3.219815598E0,-6.748535633E-1,-4.979175091E0,-3.148746490E-1,5.034556382E0
3.227719651E0,-6.658918262E-1,-4.982772350E0,-3.705711365E-1,5.040709790E0
3.235654221E0,-6.803674698E-1,-5.021324158E0,-3.963336945E-1,5.082683995E0
3.243558274E0,-6.560385227E-1,-5.044475555E0,-4.401254654E-1,5.105960301E0
3.251401291E0,-6.764346361E-1,-5.038855553E0,-5.025854111E-1,5.108837558E0
3.259366379E0,-6.673318148E-1,-5.053458691E0,-5.186557770E-1,5.123649120E0
3.267239914E0,-6.624225378E-1,-5.074080467E0,-5.601224899E-1,5.147701760E0
3.275174485E0,-6.492089033E-1,-5.079812050E0,-5.751113892E-1,5.153320849E0
3.283048020E0,-6.497372389E-1,-5.098423958E0,-5.989351273E-1,5.174438000E0
3.291013108E0,-6.495503783E-1,-5.089178085E0,-5.981111526E-1,5.165209214E0
3.298947678E0,-6.386285424E-1,-5.095207214E0,-5.760765076E-1,5.167286243E0
3.306912766E0,-6.530611515E-1,-5.091564178E0,-5.705347061E-1,5.164883784E0
3.314847336E0,-6.400157213E-1,-5.086393833E0,-5.581560135E-1,5.156797503E0
3.322720871E0,-6.549898386E-1,-5.074029922E0,-5.286779404E-1,5.143373573E0
3.330563889E0,-6.261339784E-1,-5.064277649E0,-4.843692780E-1,5.125774621E0
3.338559494E0,-6.393386722E-1,-5.055089474E0,-4.571886063E-1,5.115828862E0
3.346463547E0,-6.301198006E-1,-5.040992737E0,-3.960714340E-1,5.095638460E0
3.354428635E0,-6.488236189E-1,-5.050940990E0,-3.559322357E-1,5.104866769E0
3.362302170E0,-6.424931288E-1,-5.011239529E0,-3.231058121E-1,5.062580014E0
3.370236741E0,-6.522485614E-1,-4.986592293E0,-2.797288895E-1,5.036842179E0
3.378171311E0,-6.276624203E-1,-4.956638813E0,-2.286033630E-1,5.001448584E0
3.386075364E0,-6.215427518E-1,-4.921079159E0,-2.200174332E-1,4.965052180E0
3.394009934E0,-6.197019219E-1,-4.863957405E0,-1.817121506E-1,4.906641562E0
3.401913987E0,-6.195413470E-1,-4.834578514E0,-1.594333649E-1,4.876720198E0
3.409787522E0,-6.305273771E-1,-4.774827957E0,-1.173639297E-1,4.817709112E0
3.417722092E0,-6.193350554E-1,-4.717105865E0,-5.487728119E-2,4.757906596E0
3.425626145E0,-6.147586703E-1,-4.687441826E0,8.913040161E-3,4.727591198E0
3.433560715E0,-6.310938597E-1,-4.627134800E0,1.216468811E-1,4.671557971E0
3.441434250E0,-5.943406820E-1,-4.544231892E0,1.856489182E-1,4.586692692E0
3.449307786E0,-6.217678785E-1,-4.468565464E0,2.852468491E-1,4.520623670E0
3.457303391E0,-6.126600504E-1,-4.402162552E0,3.431730270E-1,4.457819556E0
3.465176926E0,-5.911172032E-1,-4.318870544E0,4.178867340E-1,4.379119963E0
3.473142014E0,-5.929954052E-1,-4.218384743E0,4.879388809E-1,4.287714746E0
3.481015549E0,-5.752825141E-1,-4.130497456E0,5.412197113E-1,4.205339223E0
3.488889084E0,-5.572270155E-1,-4.026626587E0,5.953578949E-1,4.108366420E0
3.496854172E0,-5.506530404E-1,-3.919760704E0,6.310501099E-1,4.008237392E0
3.504758225E0,-5.298043489E-1,-3.809218645E0,6.919698715E-1,3.907641442E0
3.512692795E0,-5.139172077E-1,-3.695246696E0,7.787752151E-1,3.811226821E0
3.520596848E0,-5.146882534E-1,-3.564789772E0,8.146867752E-1,3.692742160E0
3.528561936E0,-5.083652139E-1,-3.467483044E0,8.479518890E-1,3.605675562E0
3.536496506E0,-5.021096468E-1,-3.329620600E0,9.046287537E-1,3.486666118E0
3.544400559E0,-4.700369835E-1,-3.199069023E0,9.276542664E-1,3.363854904E0
3.552365647E0,-4.790770113E-1,-3.086047649E0,9.673585892E-1,3.269401706E0
3.560239182E0,-4.544517994E-1,-2.968516827E0,1.004254341E0,3.166566811E0
3.568112717E0,-4.254949391E-1,-2.836450815E0,1.081890106E0,3.065450272E0
3.576047287E0,-4.009492695E-1,-2.522325039E0,1.137127876E0,2.795700936E0
3.583951340E0,-3.735238314E-1,-2.327295542E0,1.168436050E0,2.630792161E0
3.591885911E0,-3.558538556E-1,-2.158897400E0,1.236958504E0,2.513470965E0
3.599789963E0,-3.323251009E-1,-2.029193878E0,1.277140617E0,2.420569339E0
3.607694016E0,-3.185788691E-1,-1.890531421E0,1.317057610E0,2.325992755E0
3.615628586E0,-3.049210012E-1,-1.747604012E0,1.301623344E0,2.200299964E0
3.623532639E0,-2.863092124E-1,-1.609466076E0,1.317037582E0,2.099271780E0
3.631497727E0,-2.560129762E-1,-1.460346222E0,1.312955856E0,1.980405719E0
3.639401780E0,-2.378726900E-1,-1.327986479E0,1.308565140E0,1.879487757E0
3.647305832E0,-2.054740191E-1,-1.190498114E0,1.308482170E0,1.780907331E0
3.655301438E0,-1.995639503E-1,-1.039388537E0,1.300786972E0,1.676961851E0
3.663144455E0,-1.720784605E-1,-8.928780556E-1,1.299655914E0,1.586173923E0
3.671109543E0,-1.616922617E-1,-7.469466925E-1,1.261795044E0,1.475195066E0
3.679013596E0,-1.539455056E-1,-5.931980610E-1,1.232756615E0,1.376688792E0
3.686978684E0,-1.298358142E-1,-4.637957811E-1,1.226668358E0,1.317831220E0
3.694913254E0,-9.856304526E-2,-3.160594702E-1,1.195901871E0,1.240882568E0
3.702817307E0,-8.449643850E-2,-1.777689457E-1,1.197163582E0,1.213236204E0
3.710751877E0,-6.361278892E-2,-5.177617073E-2,1.216297150E0,1.219059521E0
3.718625412E0,-4.282873869E-2,7.881259918E-2,1.217338562E0,1.220638727E0
3.726498948E0,-2.985402942E-2,1.756734848E-1,1.206812859E0,1.219897419E0
3.734464036E0,-1.239109039E-2,3.320610523E-1,1.189885139E0,1.235412776E0
3.742337571E0,-1.485943794E-4,4.398021698E-1,1.178321838E0,1.257723469E0
3.750272141E0,1.633399725E-2,5.661624670E-1,1.121170044E0,1.256116637E0
3.758176194E0,4.202419519E-2,6.726461649E-1,1.057168961E0,1.253724494E0
3.766049729E0,2.898746729E-2,7.895017862E-1,1.009915352E0,1.282217751E0
3.773984299E0,7.032436132E-2,9.134403467E-1,9.478797913E-1,1.318254483E0
3.781888352E0,7.035440207E-2,1.021410823E0,9.118947983E-1,1.371051397E0
3.789822922E0,7.242870331E-2,1.093844771E0,8.586349487E-1,1.392478465E0
3.797696457E0,1.095604897E-1,1.189398170E0,8.402338028E-1,1.460364458E0
3.805600510E0,1.218546033E-1,1.282059073E0,8.255214691E-1,1.529709027E0
3.813565598E0,1.168904901E-1,1.384627581E0,7.907285690E-1,1.598783473E0
3.821469651E0,1.089155078E-1,1.437299252E0,7.397270203E-1,1.620150546E0
3.829434739E0,1.218392253E-1,1.515643597E0,6.943874359E-1,1.671584344E0
3.837308274E0,1.241535544E-1,1.575769663E0,6.782350540E-1,1.720019455E0
3.845242844E0,1.423637867E-1,1.627572060E0,7.056484222E-1,1.779662314E0
3.853177414E0,1.479842067E-1,1.663149118E0,7.005577087E-1,1.810730631E0
3.861081467E0,1.383640766E-1,1.698589087E0,7.000513077E-1,1.842395543E0
3.869016037E0,1.377240419E-1,1.738247633E0,6.928272247E-1,1.876294835E0
3.876920090E0,1.438145041E-1,1.765784025E0,6.670331955E-1,1.893042292E0
3.884793625E0,1.368036866E-1,1.783912659E0,6.529226303E-1,1.904564933E0
3.892758713E0,1.360406280E-1,1.772737980E0,6.391296387E-1,1.889336839E0
3.900662766E0,1.515315771E-1,1.797439098E0,6.043233871E-1,1.902355353E0
3.908597336E0,1.423910856E-1,1.798712015E0,5.956716537E-1,1.900122326E0
3.916501389E0,1.304479241E-1,1.780759573E0,5.683965683E-1,1.873818555E0
3.924405442E0,1.513525844E-1,1.757720232E0,5.559291840E-1,1.849741949E0
3.932340012E0,1.234437823E-1,1.740034819E0,5.696763992E-1,1.835072407E0
3.940213547E0,9.966444969E-2,1.705525398E0,5.696601868E-1,1.800906054E0
3.948148118E0,9.671545029E-2,1.695085764E0,5.799379349E-1,1.794156524E0
3.956052170E0,8.836251497E-2,1.630264521E0,5.855331421E-1,1.734479577E0
3.963956223E0,9.167736769E-2,1.582833529E0,5.945758820E-1,1.693306587E0
3.971951828E0,5.131351948E-2,1.533408642E0,6.429395676E-1,1.663534318E0
3.979794846E0,3.905153275E-2,1.449836493E0,6.944255829E-1,1.608035375E0
3.987729416E0,4.531353712E-2,1.410416842E0,7.329444885E-1,1.590137292E0
3.995633469E0,3.667336702E-2,1.318938017E0,7.703981400E-1,1.527892576E0
4.003598557E0,1.554423571E-2,1.250980377E0,8.161163330E-1,1.493733375E0
4.011563645E0,-1.564002037E-2,1.164283156E0,8.369607925E-1,1.433981606E0
4.019467698E0,-1.617962122E-2,1.072477460E0,8.663291931E-1,1.378766098E0
4.027402268E0,-4.996436834E-2,9.021445513E-1,8.806695938E-1,1.261721111E0
4.035306321E0,-6.193542480E-2,9.093271494E-1,9.333429337E-1,1.304546240E0
4.043210373E0,-5.703842640E-2,7.867580652E-1,9.445648193E-1,1.230627618E0
4.051175461E0,-8.338522911E-2,6.964279413E-1,9.987125397E-1,1.220406371E0
4.059079514E0,-1.026232839E-1,5.669878721E-1,1.014613152E0,1.166810453E0
4.067044602E0,-1.033255756E-1,4.857584238E-1,1.047081947E0,1.158886545E0
4.074887619E0,-1.476040483E-1,3.410110474E-1,1.070118904E0,1.132797404E0
4.082852707E0,-1.421190798E-1,2.390468121E-1,1.088843346E0,1.123797599E0
4.090756760E0,-1.493374109E-1,1.144859791E-1,1.131384850E0,1.146926493E0
4.098630295E0,-1.901924014E-1,-2.591693401E-2,1.143791199E0,1.159785818E0
4.106564866E0,-1.906051636E-1,-1.265484095E-1,1.211936951E0,1.233343424E0
4.114438401E0,-2.127946913E-1,-2.749642134E-1,1.232743263E0,1.280836778E0
4.122342453E0,-2.544275224E-1,-4.158567190E-1,1.273848534E0,1.363950242E0
4.130307541E0,-2.582303882E-1,-5.415102243E-1,1.301513672E0,1.433127383E0
4.138181077E0,-2.722079456E-1,-6.707030535E-1,1.363815308E0,1.543998687E0
4.146115647E0,-2.933483720E-1,-8.226729631E-1,1.372614861E0,1.626934426E0
4.153989182E0,-3.194695413E-1,-9.494421482E-1,1.373175621E0,1.699738941E0
4.161954270E0,-3.286595643E-1,-1.096909761E0,1.337112427E0,1.760425453E0
4.169919358E0,-3.287646174E-1,-1.224926949E0,1.343218803E0,1.847368116E0
4.177853928E0,-3.720240295E-1,-1.367994070E0,1.341681480E0,1.951901342E0
4.185788498E0,-3.865919709E-1,-1.502231956E0,1.337308884E0,2.048059875E0
4.193662034E0,-3.702116013E-1,-1.642859936E0,1.342059135E0,2.153408489E0
4.201535569E0,-4.158101976E-1,-1.786118269E0,1.312948227E0,2.255426709E0
4.209470139E0,-4.206885099E-1,-1.925996661E0,1.278694153E0,2.349787373E0
4.217374192E0,-4.303582907E-1,-2.056945562E0,1.244140625E0,2.442154622E0
4.225308762E0,-4.614343345E-1,-2.185924292E0,1.235651016E0,2.553041341E0
4.233182297E0,-4.566616416E-1,-2.322229385E0,1.207741737E0,2.657052743E0
4.241055832E0,-4.803836048E-1,-2.443001032E0,1.186701775E0,2.758130445E0
4.249051438E0,-4.944632053E-1,-2.588204622E0,1.155821800E0,2.877363561E0
4.256924973E0,-5.034635067E-1,-2.701781511E0,1.115053177E0,2.965879705E0
4.264890061E0,-5.265123248E-1,-2.828268290E0,1.042747498E0,3.060006387E0
4.272763596E0,-5.302186012E-1,-2.956282616E0,1.001154900E0,3.165920056E0
4.280667649E0,-5.314002633E-1,-3.079309702E0,9.421586990E-1,3.263770441E0
4.288571702E0,-5.419803262E-1,-3.194479465E0,8.874578476E-1,3.359467690E0
4.296445237E0,-5.399470329E-1,-3.286906242E0,8.389987946E-1,3.434998460E0
4.304379807E0,-5.709751844E-1,-3.396588802E0,7.705764771E-1,3.529393186E0
4.312283860E0,-5.754465461E-1,-3.512121916E0,6.917953491E-1,3.625564768E0
4.320248948E0,-5.842620134E-1,-3.602512121E0,6.165504456E-1,3.701295737E0
4.328214036E0,-5.951519012E-1,-3.709849358E0,5.473814011E-1,3.796948043E0
4.336118088E0,-6.093544960E-1,-3.790712833E0,4.849901199E-1,3.869887867E0
4.344052659E0,-6.028045416E-1,-3.861745834E0,4.069070816E-1,3.929634535E0
4.351956711E0,-6.138421297E-1,-3.916649103E0,3.470134735E-1,3.979618161E0
4.359860764E0,-5.981877446E-1,-4.021448612E0,2.718048096E-1,4.074770591E0
4.367825852E0,-6.296463013E-1,-4.076801300E0,2.225217819E-1,4.131135346E0
4.375729905E0,-6.175909042E-1,-4.147225380E0,1.708421707E-1,4.196437051E0
4.383664475E0,-6.309975982E-1,-4.212759018E0,1.372938156E-1,4.261965052E0
4.391568528E0,-6.244888306E-1,-4.256544113E0,4.092121124E-2,4.302305037E0
4.399533616E0,-6.220988631E-1,-4.313660622E0,-3.485870361E-2,4.358427478E0
4.407468186E0,-6.116874218E-1,-4.359663010E0,-1.214790344E-1,4.404041350E0
4.415341721E0,-6.220541000E-1,-4.385261059E0,-2.213954926E-1,4.434690724E0
4.423276291E0,-6.197870970E-1,-4.419008255E0,-2.845163345E-1,4.471321902E0
4.431149827E0,-6.077010632E-1,-4.427731037E0,-3.747148514E-1,4.484920728E0
4.439053879E0,-6.168791652E-1,-4.476123810E0,-4.321832657E-1,4.539053496E0
4.446988450E0,-6.138293743E-1,-4.498174191E0,-4.949455261E-1,4.566763473E0
4.454892502E0,-6.129074097E-1,-4.517783642E0,-5.399341583E-1,4.591029669E0
4.462857590E0,-6.070168614E-1,-4.538796902E0,-5.762920380E-1,4.615328731E0
4.470731125E0,-5.959385037E-1,-4.559624672E0,-6.109762192E-1,4.638815774E0
4.478665696E0,-5.841554999E-1,-4.586853981E0,-6.187543869E-1,4.665117799E0
4.486630784E0,-5.984010696E-1,-4.599051952E0,-6.682138443E-1,4.685709385E0
4.494534836E0,-6.052869558E-1,-4.617265701E0,-7.116804123E-1,4.710838977E0
4.502469407E0,-6.020672917E-1,-4.613293171E0,-7.115707397E-1,4.706515890E0
4.510342942E0,-6.008965373E-1,-4.639088631E0,-7.104015350E-1,4.731478660E0
4.518246994E0,-5.824251175E-1,-4.641139507E0,-7.061138153E-1,4.730538200E0
4.526181565E0,-5.847321749E-1,-4.646903992E0,-6.848363876E-1,4.733352861E0
4.534055100E0,-5.769726038E-1,-4.641063213E0,-6.939287186E-1,4.727991350E0
4.541989670E0,-5.852442384E-1,-4.655247211E0,-7.173357010E-1,4.746410004E0
4.549893723E0,-5.831958652E-1,-4.640578747E0,-7.066450119E-1,4.730162333E0
4.557889328E0,-5.568739176E-1,-4.618742943E0,-6.929054260E-1,4.703510695E0
4.565854416E0,-5.607356429E-1,-4.609362602E0,-6.815910339E-1,4.693102854E0
4.573758469E0,-5.567020178E-1,-4.597692013E0,-6.743116379E-1,4.680105252E0
4.581693039E0,-5.401214361E-1,-4.586025715E0,-6.351442337E-1,4.661198475E0
4.589536057E0,-5.633571148E-1,-4.560704231E0,-6.005439758E-1,4.634441432E0
4.597440110E0,-5.406623483E-1,-4.519001007E0,-5.361814499E-1,4.582704052E0
4.605374680E0,-5.339832306E-1,-4.496012211E0,-4.901599884E-1,4.554066392E0
4.613278733E0,-5.170502663E-1,-4.471853733E0,-4.123535156E-1,4.520492474E0
4.621243821E0,-5.185288787E-1,-4.438114643E0,-3.740940094E-1,4.483935784E0
4.629147873E0,-5.119615197E-1,-4.407964706E0,-2.990531921E-1,4.447661213E0
4.637112961E0,-5.023216009E-1,-4.345223427E0,-2.302742004E-1,4.380219153E0
4.645047532E0,-5.108960867E-1,-4.300393581E0,-1.651430130E-1,4.333782641E0
4.652921067E0,-5.045574903E-1,-4.253109932E0,-1.103343964E-1,4.284354798E0
4.660855637E0,-4.877213240E-1,-4.177732944E0,-6.344795227E-3,4.206110424E0
4.668759690E0,-4.676173925E-1,-4.110623360E0,1.546001434E-2,4.137164421E0
4.676633225E0,-4.852290154E-1,-4.040923119E0,6.569671631E-2,4.070481901E0
4.684537278E0,-4.733474851E-1,-3.959962845E0,1.226034164E-1,3.990036989E0
4.692410813E0,-4.322184324E-1,-3.898118019E0,1.867942810E-1,3.926452466E0
4.700345383E0,-4.384711385E-1,-3.788060188E0,2.272472382E-1,3.820117568E0
4.708218918E0,-4.150498509E-1,-3.702110052E0,3.203592300E-1,3.739052721E0
4.716184006E0,-4.149596691E-1,-3.609198570E0,4.166059494E-1,3.656783609E0
4.724118577E0,-4.212697744E-1,-3.510958672E0,4.844617844E-1,3.569173887E0
4.731992112E0,-4.202981591E-1,-3.397364140E0,5.560998917E-1,3.468137934E0
4.739957200E0,-4.096559286E-1,-3.294508696E0,6.655082703E-1,3.385927758E0
4.747861252E0,-3.844178617E-1,-3.171429873E0,6.950979233E-1,3.269389186E0
4.755765305E0,-3.615185916E-1,-3.049013615E0,7.508697510E-1,3.160851958E0
4.763730393E0,-3.576313257E-1,-2.922901154E0,7.798938751E-1,3.046224840E0
4.771573411E0,-3.396742940E-1,-2.798634768E0,8.229856491E-1,2.936841938E0
4.779538498E0,-3.364440799E-1,-2.683781147E0,9.184951782E-1,2.856485473E0
4.787412034E0,-3.236054778E-1,-2.567763329E0,9.921398163E-1,2.771726976E0
4.795407639E0,-3.204016387E-1,-2.447408676E0,1.056019783E0,2.684705611E0
4.803342209E0,-3.076463640E-1,-2.323698282E0,1.131602287E0,2.602833788E0
